YEARMADERANGE,WALLTYPE,ROOFTYPE,BEDROOMS,NCOMBATH,NHAFBATH,PRKGPLC1,STOVENFUEL,OVENUSE,AMTMICRO,DEFROST,TOASTER,NUMMEAL,FUELFOOD,COFFEE,NUMFRIG,TYPERFR1,SIZRFRI1,AGERFRI1,NUMFREEZ,DWASHUSE,WASHLOAD,DRYRUSE,TVCOLOR,TVSIZE1,TVTYPE1,TVONWD1,TVONWE1,NUMPC,TIMEON1,TIMEON2,TIMEON3,BATTOOLS,INTERNET,WELLPUMP,AQUARIUM,STEREO,HEATROOM,MOISTURE,FUELH2O,ACROOMS,USECENAC,PROTHERMAC,NUMCFAN,USECFAN,TREESHAD,RECBATH,LIGHTS,SLDDRS,WINDOWS,ADQINSUL,USENG,USESOLAR,ELWARM,ELWATER,ELFOOD,EMPLOYHH,Householder_Race,EDUCATION,NHSLDMEM,MEANAGE,RETIREPY,MONEYPY,POVERTY150,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,WSF
1,3,5,3,1,0,0,0,9,2,1,1,3,0,1,1,4,3,12,0,8,3,3,1,3,2,8,8,1,2,0,0,6,1,0,0,0,6,0,0,0,0,0,1,2,0,0,5,0,18,2,1,0,0,0,0,1,1,4,2,29.5,0,72500,0,1655,1655,0,5354,0.51
8,2,5,4,2,1,1,0,6,2,1,0,5,0,1,2,3,4,3,0,3,3,3,3,3,2,2,2,1,2,0,0,6,1,0,0,0,9,0,0,9,1,1,6,1,0,0,26,0,22,3,1,0,0,0,0,1,1,5,1,55,0,42500,0,5639,3626,3626,8147,0.39
4,4,5,3,2,0,1,0,6,3,0,0,10,0,0,1,3,4,7,0,8,7,3,4,1,2,8,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,2,0,0,31.5,1,30,3,1,0,0,0,0,0,1,2,6,22.333333333333332,1,22500,1,1833,1433,239,6961,0.38
3,7,0,1,1,0,0,1,6,4,0,0,18,1,1,1,4,3,7,0,0,0,0,2,2,1,4,8,1,5,0,0,2,1,0,1,0,0,0,1,0,0,0,1,3,0,0,21,0,7,3,0,0,0,1,1,1,1,0,2,30.5,0,12500,1,680,0,453,7903,0.43
6,2,5,3,2,0,1,1,6,4,0,0,5,1,1,2,3,4,3,0,0,7,3,2,2,2,12,12,1,2,0,0,2,1,1,0,0,4,0,1,4,3,1,5,1,0,0,45,0,4,3,0,0,1,1,1,1,1,3,2,53,0,52500,0,1938,1538,1538,23070,0.36
1,3,6,4,2,0,0,1,6,3,1,1,7,1,1,2,3,4,7,0,5,7,2,3,3,2,4,4,2,2,1,0,6,1,0,0,1,8,0,0,0,0,0,6,2,1,0,15.5,1,30,3,0,0,0,0,1,1,1,5,3,44.666666666666664,0,130000,0,3456,2304,0,8593,0.57
3,1,5,3,2,1,0,1,6,1,0,1,10,1,1,1,4,3,12,1,0,3,3,7,3,2,4,4,5,2,10,2,6,1,0,0,0,7,0,1,0,0,0,5,3,1,0,66,0,12,2,0,0,1,1,1,1,1,4,4,36.75,0,92500,0,3010,3010,1720,29408,0.44
3,4,6,4,5,1,1,0,9,3,1,0,7,1,1,2,3,5,12,0,8,7,3,6,3,2,4,4,3,10,10,1,2,1,0,0,1,9,0,1,6,2,1,0,0,0,0,115,0,22,4,1,0,1,1,1,1,1,8,2,59,0,130000,0,4230,3830,2553,34447,0.38
7,3,6,3,2,0,0,1,9,2,1,0,7,1,1,1,4,4,3,0,5,13,3,1,3,1,4,4,0,0,0,0,2,0,0,0,0,5,0,1,5,1,0,2,3,0,0,31.5,1,12,3,0,0,1,1,1,1,1,3,2,51.5,1,52500,0,2590,2590,2590,20078,0.42
3,7,5,3,2,0,0,1,6,4,0,0,7,1,0,1,3,4,3,1,8,7,3,5,3,1,8,12,3,5,5,1,2,1,1,0,1,7,0,1,7,3,1,4,1,0,0,79.5,1,12,4,0,0,1,1,1,1,2,6,4,36.75,1,57500,0,1848,1848,1848,19697,0.39
1,2,6,4,2,0,0,0,1,4,1,1,10,0,1,2,3,3,7,0,3,13,3,3,1,1,4,4,1,5,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,1,0,0,1,18,3,1,0,1,0,0,1,1,5,3,43.666666666666664,0,110000,0,3449,2368,526,7847,0.48
5,3,5,2,1,1,1,0,6,2,0,0,10,0,0,1,4,3,12,0,3,7,3,3,3,2,2,4,4,1,1,1,2,1,0,0,1,4,0,0,4,2,0,2,2,0,0,15.5,0,12,3,1,0,0,0,0,1,1,3,2,31,0,87500,0,1684,1684,1284,8957,0.59
4,3,3,2,1,0,0,0,3,3,1,0,10,0,0,1,4,3,12,0,0,0,0,1,2,1,12,12,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,22,2,1,0,0,0,0,0,1,2,2,24,0,22500,0,840,840,210,8544,0.47
7,3,5,4,3,0,0,0,6,3,1,0,10,0,1,1,3,4,7,0,1,13,3,3,3,2,4,4,3,2,2,1,0,1,0,0,0,9,0,1,9,3,1,6,3,1,0,15.5,0,22,4,1,0,1,1,0,2,1,2,5,33.2,0,130000,0,2656,2656,2656,19712,0.43
5,1,6,3,2,1,1,1,1,2,1,1,7,1,0,1,4,4,17,0,3,3,3,1,1,2,1,1,1,1,0,0,6,0,1,0,0,3,0,1,2,1,0,0,0,1,0,2.5,0,12,4,0,0,0,1,1,1,1,4,1,27,0,47500,0,3894,1045,697,9285,0.6
2,3,5,3,2,0,1,1,0,4,1,0,7,1,0,2,3,5,17,1,1,7,2,6,3,4,12,12,2,8,1,0,2,1,0,0,1,7,0,0,7,3,0,3,1,0,0,13,0,12,3,1,0,0,0,1,1,1,4,2,54.5,0,47500,0,1920,1280,1280,12016,0.46
4,3,6,2,2,0,1,1,1,2,1,0,1,1,1,1,4,3,7,0,0,1,3,1,2,1,2,1,1,8,0,0,0,1,0,0,0,4,0,0,4,1,0,0,0,1,0,61,1,12,3,1,0,0,0,1,1,1,3,1,46,0,42500,0,2924,1264,1264,2943,0.68
5,4,1,2,2,0,1,0,3,2,0,0,3,0,0,1,4,3,3,0,0,7,3,2,3,1,4,8,0,0,0,0,0,0,0,0,0,5,0,0,5,1,0,0,0,0,0,2.5,1,12,2,1,0,1,0,0,1,1,2,2,32,0,22500,0,1293,893,893,3671,0.44
7,3,5,5,3,1,1,1,1,2,1,0,10,1,1,4,3,3,7,3,1,3,3,6,2,1,12,8,2,2,1,0,10,1,0,1,1,12,1,1,12,1,0,4,2,1,0,65,0,12,3,0,0,1,1,1,1,1,2,5,39.2,1,22500,1,4306,3656,3656,20967,0.59
4,1,3,2,1,0,0,0,0,4,0,1,0,0,0,1,4,3,12,0,0,3,3,1,1,1,8,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,3,0,0,8,0,7,2,1,0,0,0,0,1,1,1,1,65,0,12500,1,432,432,216,3552,0.43
1,3,5,4,2,0,0,0,16,1,0,1,7,0,0,1,1,3,7,1,0,0,0,2,1,1,4,8,0,0,0,0,2,0,0,0,0,4,0,1,0,0,0,0,0,0,0,41,0,12,2,1,0,1,1,0,1,2,2,1,55,0,22500,0,2436,557,406,11650,0.41
4,1,5,3,2,1,1,1,1,4,1,1,1,1,1,1,3,4,3,0,1,1,3,1,2,1,1,2,0,0,0,0,2,0,1,0,0,8,0,1,8,1,0,1,3,1,0,0,1,12,3,0,0,1,1,1,1,1,4,1,55,0,72500,0,3325,2925,2925,12748,0.42
7,1,0,0,1,0,0,1,3,4,1,0,10,1,0,1,4,4,7,0,0,0,0,1,2,1,8,8,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,0,0,1,0,16,0,4,4,0,0,1,1,1,1,1,1,1,57,1,3750,1,576,576,576,3325,0.57
5,5,5,2,1,1,0,1,1,2,1,0,3,1,1,1,4,4,3,0,1,13,3,2,2,1,8,12,0,0,0,0,0,0,0,0,0,5,0,1,5,3,0,1,3,0,0,67.5,0,4,3,0,0,1,1,1,1,2,5,2,29.5,0,42500,0,1382,1382,1382,23220,0.39
4,2,5,3,1,0,1,0,6,1,0,0,5,0,0,1,3,3,22,0,0,7,3,2,3,3,4,8,1,2,0,0,2,1,0,0,1,5,0,0,0,0,0,0,0,0,0,39.5,1,7,2,1,0,1,0,0,1,1,2,3,38.333333333333336,0,97500,0,1184,1184,0,11563,0.66
2,4,5,2,1,0,0,0,1,2,0,0,10,1,0,2,4,4,7,0,0,0,0,2,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,7.5,1,4,2,0,0,0,0,1,0,1,2,6,28.666666666666668,0,12500,1,828,0,0,3519,0.35
6,3,3,3,2,0,0,1,9,2,0,0,7,1,0,1,3,5,3,0,8,3,3,3,3,2,12,12,0,0,0,0,2,0,0,0,0,6,0,1,6,3,1,5,3,0,0,90,0,7,2,0,0,1,1,1,0,1,1,2,54,0,52500,0,1176,1176,1176,20770,0.4
6,2,5,3,3,0,1,1,1,4,1,1,10,1,0,2,3,4,3,0,3,3,3,4,3,3,8,8,0,0,0,0,0,0,0,0,0,6,1,0,6,3,0,4,1,0,0,26.5,1,7,3,1,0,0,0,1,2,1,2,2,67.5,1,77500,0,2812,2412,2412,7889,0.55
3,3,5,3,1,0,1,0,6,2,0,1,7,0,1,1,4,3,3,0,2,3,3,3,2,1,4,8,1,10,0,0,0,1,0,0,0,5,0,0,5,3,0,3,1,0,0,42,0,7,3,1,0,0,0,0,1,1,5,2,23.5,0,32500,0,2112,1862,1862,11123,0.67
6,2,6,3,1,1,0,1,1,3,0,1,5,1,1,1,4,3,7,0,3,3,3,1,3,2,2,2,2,1,1,0,2,1,0,0,1,6,0,0,0,0,0,2,2,1,0,0,0,18,4,0,0,0,0,1,1,1,5,1,52,0,57500,0,2808,1872,0,3769,0.53
1,1,5,2,1,0,0,0,6,4,0,0,7,0,1,1,4,3,7,0,0,0,0,2,3,3,4,4,2,2,2,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,26.5,0,7,3,1,0,0,0,0,2,1,2,5,25.8,0,12500,1,1029,1029,0,3408,0.57
1,3,6,3,1,0,0,0,9,1,0,1,1,0,1,1,4,3,17,0,0,7,0,4,2,1,2,2,1,1,0,0,0,1,0,0,0,7,0,0,0,0,0,3,1,1,0,15.5,0,18,3,1,0,0,0,0,1,2,2,5,29,0,37500,1,4328,4328,527,8964,0.58
7,4,5,4,2,0,1,0,6,3,1,1,5,0,1,1,3,3,3,0,2,3,3,4,3,2,2,4,3,10,2,1,6,1,0,0,0,8,0,0,8,3,0,3,3,0,0,0,1,12,3,1,0,0,0,0,1,2,3,3,39.666666666666664,0,110000,0,2068,1668,1668,16906,0.38
1,2,5,2,1,0,0,1,0,2,0,0,5,1,1,1,4,3,3,0,0,3,3,1,2,1,2,2,1,1,0,0,0,0,0,0,1,4,0,1,4,3,0,3,3,0,0,5,0,7,4,0,0,1,1,1,1,1,3,2,35,1,52500,0,952,952,952,11721,0.54
3,2,5,3,2,0,1,1,6,3,1,0,18,1,0,1,5,5,2,1,3,7,2,3,2,1,12,8,4,8,5,2,0,1,1,0,1,10,0,0,9,1,1,2,3,1,0,29,0,18,2,1,0,0,0,1,0,1,3,4,21.25,0,57500,0,3056,2656,1721,9189,0.57
2,3,5,6,2,0,0,1,6,4,1,0,10,1,1,1,3,3,2,1,8,7,3,4,2,2,1,2,3,10,5,1,6,1,0,0,1,10,0,1,10,3,1,5,3,0,0,33,0,12,3,1,0,1,1,1,1,1,3,2,46.5,0,62500,0,2320,2320,2320,17003,0.45
4,3,5,3,1,1,1,1,9,3,1,1,7,1,1,2,4,4,7,1,3,3,3,3,3,2,8,8,1,5,0,0,6,1,1,0,1,7,0,0,4,2,1,3,3,1,0,10,0,22,3,0,0,0,0,1,0,1,5,2,65,1,27500,0,3046,1899,1899,15323,0.5
6,3,5,2,1,0,1,1,6,2,0,0,5,1,1,1,3,5,7,0,0,3,3,3,3,2,4,8,1,2,0,0,2,1,1,0,0,5,0,1,5,3,1,5,3,1,0,34.5,0,12,3,0,0,1,1,1,1,1,5,2,22,0,52500,0,3800,2663,2663,16143,0.49
3,3,6,3,2,0,0,1,6,2,1,0,7,1,1,1,3,3,12,1,0,3,3,4,2,1,4,8,3,2,2,1,2,1,0,0,0,6,1,0,6,2,0,7,3,0,0,13,0,12,3,1,0,1,0,1,2,1,3,2,67.5,1,72500,0,2812,2555,2555,11666,0.57
2,1,5,3,1,0,0,1,9,2,0,0,10,1,1,1,3,4,7,0,0,3,3,2,3,1,12,12,1,1,0,0,0,1,0,0,0,5,0,1,5,3,0,1,1,0,0,8,0,18,2,1,0,1,1,1,0,2,2,2,69.5,1,17500,1,2290,2290,2290,14779,0.46
5,3,5,3,1,1,1,1,1,1,0,0,18,1,1,1,4,4,3,1,2,1,3,5,1,1,8,8,1,5,0,0,2,1,0,0,1,4,0,0,3,3,1,3,3,0,0,10,1,12,3,1,0,1,0,1,0,1,2,1,74,1,37500,0,1843,1062,797,6595,0.57
3,4,4,3,1,0,1,0,6,3,1,0,10,1,1,2,3,4,7,1,0,3,1,3,2,2,4,4,0,0,0,0,0,0,0,0,0,6,0,0,6,1,1,4,1,0,0,0,0,7,4,1,0,0,0,1,0,1,2,2,78,1,47500,0,1600,1350,1350,7863,0.46
1,2,5,3,2,0,0,0,6,2,1,0,7,0,1,2,3,4,7,0,8,13,3,2,3,2,4,4,5,10,8,8,2,1,0,0,1,12,1,0,0,0,0,1,2,1,0,42.5,0,30,3,1,0,1,0,0,1,1,7,4,44.5,0,130000,0,9328,7791,1948,2742,0.55
2,3,5,4,1,1,0,1,6,3,1,0,10,1,1,1,3,5,3,1,8,13,3,6,3,4,12,12,1,1,0,0,6,1,0,0,0,9,0,0,0,0,0,6,3,1,0,10.5,0,12,2,1,0,1,0,1,1,1,2,8,26.875,0,47500,1,2016,1008,168,11341,0.68
5,3,6,4,3,0,1,0,1,2,0,0,1,0,0,2,4,4,7,1,3,3,3,3,3,3,4,4,2,2,10,0,6,1,1,0,0,9,0,0,9,2,1,3,3,1,0,87.5,0,12,3,0,0,0,0,0,1,1,5,2,55,1,130000,0,2431,2031,1039,13273,0.59
5,2,5,2,2,0,0,0,9,3,1,0,7,0,1,1,4,3,3,0,2,3,3,2,3,2,4,4,1,1,0,0,2,1,0,0,0,4,0,1,4,1,1,0,0,0,0,43.5,1,22,2,1,0,0,1,0,1,1,7,1,43,0,130000,0,1411,1411,1411,9002,0.59
8,3,5,3,2,0,0,1,16,2,1,0,10,1,1,1,3,3,3,0,8,3,3,3,3,3,2,8,2,2,1,0,2,1,0,0,0,6,1,1,6,2,1,2,3,1,0,79.5,0,18,3,0,0,1,1,1,1,1,2,4,17.25,0,32500,1,1568,1568,1568,20893,0.53
2,4,5,3,1,1,1,0,6,2,0,0,7,0,1,1,3,4,7,0,0,3,3,2,3,1,4,4,1,2,0,0,2,1,0,0,1,6,0,0,4,1,1,1,3,1,0,7.5,1,12,3,1,0,0,0,0,0,2,3,2,82.5,1,37500,0,1930,1530,1020,4050,0.4
6,4,0,2,2,0,0,0,9,1,0,0,7,0,0,1,4,3,3,0,1,0,0,2,3,2,2,2,2,2,2,0,0,1,0,0,0,3,0,1,3,1,1,0,0,0,0,21,1,2,4,1,0,1,1,0,1,1,5,4,23.75,0,6250,1,1463,1463,1463,3603,0.34
1,2,5,3,1,0,0,0,6,1,1,0,7,0,1,1,4,4,12,1,0,0,0,2,1,1,12,8,0,0,0,0,0,0,1,0,1,7,0,1,0,0,0,2,3,0,0,38,0,12,3,0,0,0,1,0,0,2,5,2,40.5,1,12500,1,1075,1075,154,22424,0.47
8,1,5,4,4,0,1,1,6,1,0,1,7,1,1,1,3,4,12,0,3,7,3,1,3,3,4,12,2,8,2,0,2,1,0,0,0,9,0,1,8,3,1,5,3,0,0,34,0,22,3,0,0,1,1,1,1,1,5,5,22,0,130000,0,3740,3340,2969,23633,0.53
1,2,6,3,1,1,0,0,6,2,1,1,7,0,1,1,4,3,12,1,0,1,1,2,3,2,4,8,1,1,0,0,0,1,0,0,1,6,0,0,0,0,0,1,1,0,0,2.5,0,22,3,1,0,1,0,0,0,1,2,3,40.333333333333336,0,12500,1,2016,1344,0,5781,0.61
5,1,5,4,1,0,1,1,6,2,0,1,7,1,1,1,5,4,2,1,3,13,3,5,2,1,12,12,3,10,2,2,2,1,0,0,0,8,1,0,6,2,1,5,2,1,0,39,0,12,3,1,0,1,0,1,1,1,3,3,38,0,72500,0,2530,1705,848,13438,0.56
5,3,5,3,1,0,0,1,1,2,1,0,18,1,1,1,3,4,3,1,0,7,3,4,2,1,12,12,2,8,8,0,2,1,1,0,0,6,0,1,6,3,0,2,3,0,0,26,0,12,2,0,0,1,1,1,1,1,2,3,37.333333333333336,0,47500,0,980,980,980,28935,0.4
4,4,0,2,2,0,0,1,1,3,0,1,10,1,1,1,4,4,3,0,0,0,0,2,2,1,2,2,1,1,0,0,2,1,0,0,1,4,0,1,4,1,1,0,0,0,0,21,1,4,3,0,0,1,1,1,1,1,3,1,57,0,37500,0,1004,1004,1004,4773,0.4
1,2,5,2,1,0,0,1,3,4,0,0,18,0,0,1,3,4,7,0,0,13,3,3,3,2,2,4,1,2,0,0,2,1,0,1,1,2,0,0,0,0,0,2,2,0,0,42.5,0,12,2,1,0,1,0,1,1,3,2,3,48.333333333333336,1,22500,1,1610,644,0,7904,0.4
4,1,5,4,2,1,1,0,1,2,1,1,7,0,1,1,3,5,7,2,3,3,3,5,2,3,4,2,1,1,0,0,6,1,0,0,1,8,0,0,8,3,1,3,3,1,0,0,1,7,4,1,0,0,0,0,1,1,6,2,69.5,1,130000,0,2840,2440,2440,25907,0.4
3,3,5,3,2,0,0,0,6,2,0,0,10,0,1,2,1,3,7,0,0,3,3,3,2,1,12,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,0,0,2.5,0,12,3,1,0,0,0,0,0,2,2,2,79,1,37500,0,1488,744,0,3115,0.6
4,2,5,4,2,0,1,0,6,3,0,1,18,1,1,3,4,4,7,1,8,7,2,4,3,2,4,4,2,10,2,0,2,1,0,0,1,10,1,0,4,1,1,4,3,1,0,29,0,22,3,1,0,1,0,1,0,1,1,2,79.5,1,42500,0,3440,3190,923,17002,0.54
6,7,6,4,2,1,1,0,9,3,1,0,7,1,1,1,4,4,3,1,5,13,3,5,2,2,4,8,2,2,2,0,6,1,1,0,0,9,0,1,9,3,1,6,3,0,0,116,0,12,3,0,0,1,1,1,1,1,5,4,31,0,110000,0,3290,2890,2890,16768,0.31
3,1,0,1,1,0,0,1,1,3,0,1,7,1,1,1,4,3,3,0,0,0,0,2,2,1,4,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,1,0,0,45,1,4,3,0,0,1,1,1,0,1,2,1,85,1,27500,0,646,646,215,8054,0.54
7,1,0,3,2,0,0,1,1,3,1,0,5,1,0,1,4,3,2,0,3,7,3,4,3,3,2,8,3,8,8,2,0,1,0,0,0,7,0,1,7,3,0,0,0,0,0,42,0,7,4,0,0,1,1,1,1,2,4,5,22,0,77500,0,1194,1194,1194,11397,0.45
1,7,0,2,1,0,0,0,6,3,0,0,5,0,0,1,1,3,3,0,0,0,0,2,2,1,4,8,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,2,0,0,5,0,7,2,1,0,1,1,0,1,2,2,1,46,0,27500,0,396,99,297,7825,0.41
6,4,0,1,1,0,0,1,1,0,0,1,10,1,0,2,4,3,12,0,5,3,3,1,1,1,2,2,1,5,0,0,2,1,0,0,0,3,1,0,3,2,1,1,1,0,0,5,0,4,3,1,0,1,0,1,0,1,3,1,73,1,22500,0,552,552,552,4404,0.51
2,4,5,3,1,0,1,0,16,0,0,0,18,0,1,1,4,3,17,0,0,7,3,3,2,1,12,12,1,2,0,0,0,1,0,0,0,5,0,0,0,0,0,1,3,0,0,29,0,7,3,1,0,1,0,0,0,1,3,4,8.5,0,3750,1,1290,1040,0,6796,0.5
3,1,2,5,3,0,1,1,6,3,0,0,7,1,0,2,5,4,2,1,1,7,3,3,3,2,1,2,2,5,2,0,2,1,0,0,1,10,1,0,0,0,0,1,1,1,1,15.5,1,22,3,1,0,1,0,1,1,1,5,3,26.666666666666668,0,130000,0,4244,3844,0,8205,0.58
2,3,0,2,1,0,0,1,3,2,1,1,7,1,1,1,4,3,3,0,5,0,0,3,3,2,4,12,1,2,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,30.5,0,7,4,1,0,1,0,1,1,1,2,4,16.5,0,42500,0,742,742,185,7058,0.5
3,3,6,3,2,1,1,1,6,2,1,1,10,1,1,3,3,4,3,3,8,7,3,4,3,2,8,8,3,2,1,1,6,1,1,0,0,9,1,1,9,3,0,6,2,0,0,7.5,0,22,4,0,0,1,1,1,2,0,8,3,72,1,72500,0,4431,4031,4031,24271,0.44
4,4,1,4,3,0,1,1,6,3,1,1,7,1,1,2,3,4,7,1,5,7,3,3,3,3,12,12,3,8,2,8,2,1,1,0,0,8,0,1,8,2,1,0,0,1,1,18.5,1,7,3,0,0,1,1,1,0,1,1,4,65.25,1,22500,1,2150,1556,1556,22742,0.7
1,3,6,3,1,1,0,1,1,3,1,0,10,1,1,1,4,4,12,2,0,7,3,2,2,1,8,8,0,0,0,0,6,0,0,0,0,4,0,0,4,3,0,3,2,1,0,54.5,0,18,4,1,0,0,0,1,0,1,2,2,86.5,1,92500,0,3360,1131,1131,10222,0.47
1,2,5,5,3,0,1,1,9,2,1,0,7,1,1,1,3,4,12,0,5,13,2,5,3,4,4,2,3,10,2,8,2,1,0,0,1,7,0,1,7,1,1,8,3,1,0,10.5,1,18,3,1,0,1,1,1,0,1,7,3,45.666666666666664,0,130000,0,6700,2820,2820,29360,0.38
6,2,6,3,2,0,0,1,6,3,1,0,10,1,1,1,3,3,12,2,5,3,3,3,3,2,2,4,2,1,1,0,2,1,1,0,1,6,0,0,6,3,0,3,0,0,0,2.5,0,12,3,0,0,1,0,1,0,1,5,2,61,1,130000,0,1696,1696,1696,15941,0.58
1,2,6,2,1,0,0,0,1,1,0,0,1,0,0,1,4,3,7,0,0,3,3,2,1,1,4,4,0,0,0,0,2,0,0,0,1,4,0,1,0,0,0,1,1,1,0,31.5,0,12,2,0,0,0,1,0,0,1,5,1,58,0,22500,0,1680,1680,210,4113,0.59
6,3,2,3,2,0,0,1,1,4,0,0,7,1,1,1,4,4,7,1,2,3,3,4,2,1,12,12,1,8,0,0,0,1,0,1,1,6,1,1,6,2,0,0,0,0,0,87,1,12,4,0,0,1,1,1,1,2,3,4,32.75,0,37500,0,1920,1920,1920,25087,0.41
4,2,5,4,2,1,1,0,3,4,0,0,7,0,0,1,3,3,3,1,3,3,2,3,2,2,1,2,3,2,2,2,0,1,0,0,0,5,0,0,5,1,1,2,3,1,1,0,1,12,3,0,0,0,0,1,2,1,7,3,43.666666666666664,0,87500,0,3039,1649,1649,11682,0.46
4,4,6,4,1,1,1,1,1,4,0,0,7,1,1,2,5,3,3,0,2,3,2,2,2,1,8,8,1,2,0,0,0,1,0,0,0,5,0,0,5,1,1,0,0,0,1,5,1,7,3,1,0,0,0,1,0,1,5,2,59,0,37500,0,4158,2349,2349,7525,0.42
4,2,5,3,2,0,1,1,6,0,0,0,7,1,1,1,5,4,7,1,5,13,3,3,3,2,4,8,4,2,2,2,0,1,0,0,0,6,0,0,6,1,0,1,1,1,0,47,1,4,3,1,0,0,0,1,1,1,5,4,32,0,110000,0,1872,1472,1472,8104,0.59
2,3,5,4,1,0,1,1,9,2,1,0,7,1,0,1,4,3,22,0,0,7,3,3,3,3,2,2,3,5,2,2,6,1,0,0,0,6,0,0,0,0,0,3,1,0,0,10.5,0,12,4,0,0,0,0,1,1,1,3,3,40,0,97500,0,2704,1713,857,7027,0.49
4,4,5,2,1,0,0,0,9,3,0,1,7,0,0,1,4,3,17,0,0,3,3,1,2,1,4,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,0,0,21,0,7,3,1,0,0,0,0,0,1,3,3,38.333333333333336,0,47500,0,464,464,0,2962,0.37
5,4,5,2,2,0,1,0,1,4,0,0,10,0,1,2,4,2,3,0,0,7,2,1,2,1,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.5,0,12,3,1,0,0,0,0,0,1,4,2,53,0,12500,1,2240,0,0,4991,0.53
4,4,0,2,2,0,0,1,6,2,1,1,5,1,1,1,4,3,3,0,3,0,0,2,3,2,2,1,15,8,5,1,0,1,0,0,0,3,0,0,0,0,0,3,3,0,0,0,1,4,2,0,0,1,0,1,1,1,3,2,31.5,0,110000,0,1144,858,286,6563,0.34
7,3,5,3,3,0,1,1,6,3,1,0,10,1,1,1,4,3,7,1,8,7,3,2,3,1,4,4,1,2,0,0,10,1,0,0,0,7,1,1,7,2,0,1,1,0,0,42,0,12,3,0,0,1,1,1,1,1,3,4,33.25,0,77500,0,3096,2122,2122,21321,0.45
4,1,5,4,1,1,1,0,1,2,0,0,1,1,0,2,4,3,7,0,2,3,3,4,3,3,4,4,3,8,5,1,0,1,0,0,1,8,1,0,8,3,0,0,0,1,1,5,0,12,3,1,0,1,0,1,1,1,2,1,34,0,32500,0,2200,1738,1738,13656,0.46
1,3,6,4,1,0,0,1,6,4,1,1,5,1,0,1,4,4,7,0,1,7,3,1,2,2,4,4,0,0,0,0,2,0,1,0,0,8,1,1,7,2,1,0,0,0,0,7.5,1,12,2,1,0,1,1,1,1,1,5,3,17,0,42500,0,2521,1810,1584,18869,0.56
3,3,5,3,1,1,0,1,6,4,0,0,7,1,1,1,4,3,7,1,1,7,3,6,2,1,1,8,2,5,1,0,0,1,0,0,0,7,0,0,0,0,0,1,2,1,0,8,1,12,2,1,0,1,0,1,1,1,3,2,63,0,52500,0,1008,1008,0,7381,0.66
1,1,0,0,1,0,0,1,6,3,0,0,10,1,1,1,4,3,7,0,0,0,0,1,1,2,2,4,0,0,0,0,6,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,2,4,1,0,0,0,1,2,0,3,1,22,0,62500,0,466,466,466,3882,0.49
8,7,6,4,3,0,1,1,0,4,0,1,5,1,1,1,3,4,7,0,3,7,3,4,3,3,4,4,1,10,0,0,6,1,0,0,1,8,0,1,8,3,1,6,2,0,0,2.5,0,12,3,0,0,1,1,1,1,1,2,2,45.5,0,97500,0,3850,3450,3450,22076,0.36
8,1,0,1,1,0,0,1,1,3,0,0,1,1,0,1,4,3,7,0,1,7,3,0,0,0,0,0,2,10,5,0,0,1,0,0,0,3,0,1,3,2,0,2,3,0,0,21,0,4,4,0,0,1,1,1,0,4,5,2,27.5,0,17500,1,870,870,870,11086,0.61
1,4,5,4,1,1,0,0,6,3,1,1,7,0,1,1,4,3,7,0,0,13,3,4,1,1,4,4,1,5,0,0,2,1,0,0,1,8,1,0,0,0,0,0,0,1,0,36.5,0,30,4,1,0,1,0,0,1,3,5,4,40.25,1,32500,1,2943,2262,0,9123,0.57
6,4,0,2,2,0,0,0,3,2,1,1,5,0,1,1,4,3,3,0,5,7,3,1,3,3,4,8,0,0,0,0,0,0,0,0,1,1,0,0,4,3,0,2,2,1,0,2.5,0,4,3,1,0,1,0,0,1,1,3,3,17,0,27500,0,915,229,915,6621,0.47
1,5,5,4,2,0,0,1,1,3,0,0,1,1,0,1,4,3,12,0,2,3,2,2,2,2,4,2,1,2,0,0,2,1,0,0,0,6,0,0,0,0,0,0,0,1,0,10.5,0,22,4,0,0,0,0,1,1,1,5,1,32,0,52500,0,3672,1836,306,5883,0.59
8,1,5,3,2,0,0,1,6,3,0,1,5,1,1,1,3,4,2,0,3,7,3,4,3,3,2,2,1,1,0,0,2,1,1,0,0,5,0,1,5,3,0,4,2,0,0,87,0,18,4,0,0,1,1,1,1,1,2,3,16,0,77500,0,1750,1750,1750,20843,0.41
