YEARMADERANGE,WALLTYPE,ROOFTYPE,BEDROOMS,NCOMBATH,NHAFBATH,PRKGPLC1,STOVENFUEL,OVENUSE,AMTMICRO,DEFROST,TOASTER,NUMMEAL,FUELFOOD,COFFEE,NUMFRIG,TYPERFR1,SIZRFRI1,AGERFRI1,NUMFREEZ,DWASHUSE,WASHLOAD,DRYRUSE,TVCOLOR,TVSIZE1,TVTYPE1,TVONWD1,TVONWE1,NUMPC,TIMEON1,TIMEON2,TIMEON3,INTERNET,WELLPUMP,AQUARIUM,STEREO,BATTOOLS,HEATROOM,MOISTURE,FUELH2O,ACROOMS,USECENAC,PROTHERMAC,NUMCFAN,USECFAN,TREESHAD,RECBATH,LIGHTS,SLDDRS,WINDOWS,ADQINSUL,USENG,USESOLAR,ELWARM,ELWATER,ELFOOD,EMPLOYHH,Householder_Race,EDUCATION,NHSLDMEM,MEANAGE,RETIREPY,MONEYPY,POVERTY150,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,WSF
7,3,5,2,1,0,0,1,16,3,1,0,5,1,0,1,4,3,7,0,0,3,3,1,1,1,4,4,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,3,1,0,0,13,0,7,4,0,0,0,0,1,1,1,2,1,62,0,32500,0,1081,270,270,4281,0.54
6,1,5,3,2,0,1,1,1,2,0,1,5,1,0,1,3,4,3,0,1,7,2,2,3,1,2,1,4,1,2,5,1,0,0,0,2,6,0,0,6,3,1,5,2,0,0,0,0,12,4,1,0,0,0,1,1,1,2,4,27.75,0,130000,0,2540,2140,2140,14831,0.4
2,3,3,2,1,0,0,0,3,4,1,0,5,0,1,1,4,4,12,1,1,3,3,2,2,1,4,4,3,8,5,10,1,0,0,0,6,5,0,0,0,0,0,3,3,0,0,48,0,12,4,1,0,1,0,0,1,1,3,1,50,0,27500,0,1080,1080,432,6937,0.48
6,5,5,4,3,0,1,1,9,3,1,0,10,1,1,2,4,4,12,0,5,3,3,2,3,3,4,2,3,1,5,1,1,0,0,1,6,9,0,0,0,0,0,0,0,0,0,93,0,12,4,1,0,0,0,1,1,1,6,2,48.5,0,130000,0,2875,2225,0,9100,0.56
3,1,5,4,1,0,1,0,3,4,0,0,7,0,1,1,5,3,2,1,3,3,3,3,2,1,8,8,1,8,0,0,1,0,0,0,6,8,0,0,7,3,1,5,3,1,0,21,0,12,3,1,0,1,0,0,0,1,3,2,67.5,1,32500,0,2356,1375,1261,12296,0.58
3,3,5,3,1,0,1,0,1,4,0,0,1,0,0,1,5,2,12,0,0,7,3,3,3,2,8,8,0,0,0,0,0,0,0,0,0,6,0,0,6,2,1,3,1,0,0,33,1,12,3,1,0,0,0,0,0,1,5,3,44,1,77500,0,1645,1395,1395,8467,0.51
3,3,5,3,1,1,1,1,6,4,1,1,18,1,1,2,3,4,12,2,3,3,2,2,2,1,4,4,1,2,0,0,1,0,1,1,6,2,0,1,0,0,0,1,1,0,1,21,1,18,3,0,0,1,1,1,2,1,3,1,75,1,27500,0,1583,338,0,12709,0.49
7,1,5,3,2,1,1,1,1,4,0,1,5,1,0,1,3,5,7,1,3,7,3,4,3,2,2,4,2,2,5,0,1,0,1,1,0,7,0,0,7,1,1,5,2,0,0,0,0,12,4,1,0,1,0,1,1,2,2,5,25.8,0,87500,0,5130,4730,4730,17874,0.36
1,4,5,2,1,0,0,0,3,3,0,1,10,0,0,1,3,4,3,0,0,7,3,2,3,1,2,2,1,2,0,0,1,0,0,0,6,0,0,0,0,0,0,2,3,0,0,30.5,0,12,1,1,0,0,0,0,1,1,1,5,24.4,0,47500,0,1116,0,0,5083,0.39
5,4,1,4,3,0,1,0,6,3,1,1,10,0,1,2,3,4,3,0,5,7,3,3,2,1,4,4,2,2,1,0,1,0,0,1,2,8,0,0,8,1,1,2,2,1,0,76.5,1,22,4,1,0,0,0,0,0,1,5,2,67.5,1,97500,0,3472,2822,2822,9594,0.37
5,1,0,2,1,0,0,0,6,1,1,0,10,0,0,1,4,3,12,0,0,0,0,2,2,1,2,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10.5,0,7,2,1,0,1,0,0,1,2,5,3,28.66666667,0,2000,1,532,532,0,1240,0.64
4,3,3,1,1,0,0,0,1,4,1,0,7,0,0,1,1,3,12,0,0,0,0,2,2,1,1,2,1,2,0,0,0,0,0,0,2,3,0,1,3,2,0,0,0,1,0,31.5,1,7,2,1,0,0,1,0,1,1,2,2,59,0,22500,0,564,564,564,7839,0.45
2,2,4,3,1,0,1,1,6,2,0,0,7,1,0,1,3,4,3,0,3,7,3,3,2,1,4,4,3,5,5,1,1,0,0,1,2,5,0,1,0,0,0,1,2,1,0,33,1,12,3,0,0,0,1,1,1,1,6,2,61.5,1,92500,0,1200,458,0,7405,0.55
1,3,2,4,1,2,0,0,1,2,0,0,7,0,0,1,4,4,7,0,0,3,3,3,3,2,2,4,2,2,2,0,1,0,0,1,2,7,0,0,0,0,0,2,2,0,0,5,0,22,3,1,0,0,0,0,1,6,3,5,23.8,0,130000,0,5000,2500,1429,8922,0.61
3,2,5,3,1,1,0,1,6,3,1,0,10,1,1,1,4,4,12,0,0,3,3,2,2,1,4,2,1,1,0,0,1,0,0,1,2,6,0,0,7,3,0,0,0,0,0,52.5,0,12,3,1,0,0,0,1,1,2,6,2,39,0,82500,0,1200,1029,1200,10006,0.44
4,3,5,3,1,0,1,1,9,3,1,0,7,1,1,1,1,3,22,1,0,7,3,4,2,1,8,12,1,2,0,0,1,0,0,1,2,6,1,0,5,2,1,3,2,1,0,37.5,1,12,3,1,0,1,0,1,1,1,3,5,19,0,47500,0,1819,1569,1569,17612,0.45
3,4,0,2,1,0,0,1,0,1,0,0,7,1,0,1,4,3,7,0,0,0,0,2,2,1,4,8,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,1,1,1,0,18.5,1,4,3,0,0,1,1,1,0,1,2,7,28.28571429,0,22500,1,514,514,0,4515,0.37
6,3,0,1,1,0,0,1,3,4,0,1,3,1,1,1,4,5,12,0,1,1,3,2,3,2,4,4,0,0,0,0,0,0,0,0,0,4,0,0,4,1,1,0,0,0,0,10.5,1,4,2,1,0,0,0,1,0,1,2,1,76,1,2000,1,1197,1197,1197,2084,0.51
4,3,5,5,2,2,1,1,6,2,1,1,10,1,1,3,4,4,2,1,3,7,2,2,2,1,2,2,2,8,5,0,1,0,0,1,2,10,1,0,10,1,0,6,2,1,0,31,1,22,3,1,0,0,0,1,0,1,6,2,64,1,77500,0,5225,4575,3483,12137,0.51
4,2,5,3,3,0,0,1,6,2,1,0,7,1,1,2,4,4,7,0,5,3,3,4,3,2,4,4,3,8,5,1,1,0,0,0,10,6,0,0,6,3,0,0,0,1,0,50,0,18,3,0,0,0,0,1,1,1,6,2,59,0,82500,0,3682,2762,1381,17459,0.49
2,2,6,4,2,0,1,0,9,2,1,0,7,0,1,1,3,5,7,0,3,3,3,2,1,1,2,4,3,5,2,1,1,0,0,1,0,11,0,0,11,2,1,1,2,0,0,18,0,18,3,1,0,0,0,0,1,1,5,3,37.33333333,0,130000,0,2592,2192,2192,8538,0.64
4,2,0,1,1,0,0,1,0,0,0,1,5,1,0,1,4,3,22,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,3,1,0,0,0,0,1,1,1,0,20,1,2,4,0,0,1,0,1,1,1,5,1,62,0,17500,0,840,840,0,2850,0.6
7,3,6,5,3,1,1,0,3,4,0,0,10,0,1,1,3,4,7,0,8,13,3,3,3,2,4,8,2,10,8,0,1,0,1,0,6,10,0,0,10,3,0,3,3,0,0,63,0,30,4,1,0,0,0,0,1,1,5,3,27.66666667,0,130000,0,3240,2840,2840,18402,0.52
6,1,5,3,2,0,0,1,16,2,0,1,10,1,0,1,4,3,3,1,1,3,3,4,3,2,4,2,1,2,0,0,1,0,1,0,0,2,0,0,5,2,0,5,1,0,0,0,0,4,3,1,0,1,0,1,0,2,3,4,24.5,0,32500,1,1334,534,1334,14176,0.39
7,3,5,4,2,1,1,0,9,3,1,1,10,0,1,1,5,4,7,1,8,7,2,3,3,4,8,8,2,10,1,0,1,0,0,0,6,9,1,0,9,3,1,5,3,0,0,74.5,0,22,3,1,0,0,0,0,1,1,6,5,17.6,0,130000,0,5318,3046,3046,12853,0.52
2,2,5,2,1,0,0,0,28,2,0,0,18,0,0,1,3,3,3,0,0,0,0,2,3,2,4,2,3,10,10,10,1,0,0,0,10,4,0,0,0,0,0,0,0,0,0,31.5,0,7,4,1,0,0,0,0,0,1,2,5,15.4,0,37500,1,720,720,540,4957,0.38
1,3,5,4,3,0,0,1,1,3,0,0,7,1,1,1,3,3,7,0,1,3,3,4,2,3,12,12,2,2,10,0,1,0,0,1,0,7,0,1,0,0,0,2,1,0,0,31.5,1,12,2,0,0,1,1,1,1,2,5,4,36.25,0,110000,0,3238,2320,663,16437,0.53
5,4,1,5,3,0,1,1,3,3,1,1,18,1,1,2,5,5,2,0,8,7,3,6,3,3,8,4,5,5,2,5,1,0,0,1,2,8,0,1,8,3,1,8,3,0,1,178,1,22,3,0,0,1,1,1,1,1,6,3,26.33333333,0,110000,0,6185,5785,6185,55857,0.42
5,3,5,4,1,2,0,1,6,2,0,1,10,1,0,1,3,4,3,1,8,3,3,3,3,2,4,8,1,5,0,0,1,0,0,1,0,8,0,1,8,3,0,2,3,0,0,39.5,0,7,3,0,0,1,1,1,1,2,3,3,44,0,92500,0,1482,1482,1482,22047,0.49
7,3,0,3,2,0,0,1,9,3,1,1,18,1,0,1,4,3,7,0,8,7,3,2,3,4,12,12,3,5,5,2,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,1,1,1,1,2,6,5,17,0,42500,0,1100,1100,0,26605,0.48
8,1,5,3,2,0,1,1,16,4,0,1,10,1,1,1,3,3,3,0,0,7,3,3,3,2,8,8,2,10,8,0,1,0,0,1,6,6,0,0,6,3,0,2,1,0,0,33,0,7,3,1,0,0,0,1,0,4,5,4,24.75,0,87500,0,3230,2830,2830,14771,0.44
2,5,3,2,1,2,1,1,6,2,1,1,18,1,1,1,4,4,17,0,5,3,3,3,3,1,4,4,1,5,0,0,1,1,1,1,2,6,1,1,6,3,1,2,2,1,1,42,1,30,3,0,0,1,1,1,1,1,6,4,23.25,0,130000,0,2340,2090,2090,25814,0.4
7,1,5,3,2,0,1,1,6,2,1,1,10,1,1,1,4,3,3,1,3,7,3,3,2,2,4,4,1,1,0,0,1,0,1,0,2,6,0,1,6,3,0,4,1,0,0,5,0,7,4,0,0,1,1,1,1,1,2,4,15.75,0,52500,0,2000,1750,1750,14802,0.46
4,3,0,1,1,0,0,1,6,2,1,0,3,1,1,1,1,3,7,0,3,3,3,1,2,5,12,12,1,2,0,0,1,0,0,0,2,4,0,1,4,3,1,2,3,1,0,26,1,12,3,0,0,1,1,1,1,1,6,1,37,0,77500,0,874,874,874,10796,0.45
5,2,2,3,2,1,1,1,6,3,1,0,7,1,1,2,4,4,22,1,3,3,3,3,3,2,4,4,3,5,5,2,1,0,0,0,2,8,0,0,0,0,0,0,0,1,0,44.5,1,12,4,1,0,0,0,1,2,1,6,2,62.5,1,130000,0,2536,1899,0,7620,0.58
4,1,5,3,2,0,1,1,6,2,1,0,10,1,1,2,1,3,3,0,5,7,3,3,2,1,8,8,2,10,10,0,1,0,0,0,2,6,0,0,6,3,1,4,3,1,0,53,0,7,2,1,0,0,0,1,0,1,3,2,54.5,0,52500,0,2601,2201,2201,11230,0.45
4,1,0,2,1,0,0,0,16,3,1,1,10,0,1,1,4,3,3,0,0,0,0,2,2,1,12,12,1,5,0,0,0,0,0,1,2,5,1,1,5,1,0,0,0,0,0,5,1,2,4,1,0,1,1,0,0,2,2,2,43,0,47500,0,868,868,868,2130,0.49
4,3,0,2,1,0,0,1,3,3,1,1,10,1,0,1,4,3,7,0,2,0,0,2,3,2,2,2,1,2,0,0,1,0,0,0,2,5,0,0,5,2,1,0,0,0,0,52.5,1,4,4,1,0,0,0,1,1,1,5,2,27,0,82500,0,973,973,973,6377,0.47
4,3,5,3,1,1,1,1,6,3,1,0,7,1,1,2,4,3,3,0,5,7,3,5,3,1,8,8,2,10,10,0,1,0,0,0,6,5,0,0,0,0,0,0,0,1,0,31.5,0,7,3,1,0,1,0,1,0,1,3,4,16,0,42500,0,2268,1424,0,8322,0.49
8,3,0,2,2,0,0,1,9,1,0,0,10,1,1,1,4,3,7,0,5,13,3,3,3,2,2,1,1,1,0,0,1,0,0,1,2,4,0,1,4,2,0,3,3,0,0,7.5,1,4,4,0,0,1,1,1,1,1,3,3,18.33333333,0,27500,0,1116,1116,1116,6283,0.52
7,3,5,4,2,1,1,0,1,4,0,1,10,0,1,1,3,4,7,0,3,3,2,1,2,1,2,4,2,2,2,0,1,0,0,0,6,8,0,0,0,0,0,0,0,1,0,5,1,7,3,1,0,0,0,0,1,4,5,5,36,0,97500,0,2165,1765,0,4685,0.57
8,1,5,3,3,0,1,1,1,2,0,1,3,1,1,2,3,3,3,0,3,7,3,3,3,2,2,4,2,1,1,0,1,0,0,0,0,6,0,0,5,3,1,2,2,0,0,5,1,12,3,1,0,0,0,1,1,1,2,2,28.5,0,97500,0,2484,2084,1737,17654,0.44
6,0,5,4,3,1,1,1,6,2,1,0,5,1,1,2,3,4,12,0,3,7,3,4,2,2,2,4,1,2,0,0,1,1,0,1,6,9,1,0,9,3,1,1,3,1,0,47,1,22,4,0,0,0,0,1,1,1,5,4,35.75,0,130000,0,3468,2818,2818,12900,0.58
6,3,5,2,2,0,0,1,6,2,0,0,7,1,0,2,4,3,3,0,0,3,3,4,3,2,12,12,1,2,0,0,1,0,0,1,2,4,1,0,4,1,0,3,3,0,0,5,0,7,3,1,0,0,0,1,0,1,2,2,58.5,0,37500,0,1280,1280,1280,6155,0.54
4,2,0,1,1,0,0,1,0,1,0,0,7,1,0,1,4,4,2,0,0,0,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,3,0,0,2.5,0,4,3,0,0,1,1,1,1,1,2,1,31,0,27500,0,457,457,0,2764,0.59
1,3,2,4,1,0,0,0,6,4,0,1,5,0,0,1,4,2,7,0,0,1,3,3,2,1,4,2,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,1,0,8,0,12,4,1,0,1,0,0,0,2,3,1,77,1,8750,1,1050,600,100,4359,0.56
5,3,5,3,2,0,0,0,6,4,0,1,10,0,0,1,1,3,12,0,0,7,3,2,2,1,4,4,1,2,0,0,1,0,0,0,0,5,0,1,5,1,0,0,0,1,0,24,0,12,3,1,0,1,1,0,0,1,2,3,60.33333333,1,27500,0,1104,1104,1104,11994,0.48
2,4,5,3,2,0,0,0,6,2,0,0,5,0,1,1,3,4,12,1,3,3,3,4,3,4,2,4,2,8,5,0,1,0,0,0,0,6,0,0,6,2,1,1,1,1,0,31.5,1,12,3,1,0,0,0,0,1,4,5,3,40,0,130000,0,2259,2259,2259,16094,0.4
4,3,3,3,1,1,0,1,9,4,1,1,7,1,1,1,1,3,12,1,8,7,3,1,1,1,12,12,0,0,0,0,0,0,0,0,2,5,0,1,0,0,0,1,3,0,0,47.5,0,12,2,0,0,1,1,1,1,1,2,3,66.66666667,1,17500,1,672,672,134,23415,0.41
3,4,0,1,1,0,0,0,6,4,1,1,18,0,0,1,4,3,12,0,1,0,0,1,1,1,4,8,1,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,0,0,10.5,0,4,2,1,0,0,0,0,1,1,3,4,25,0,8750,1,673,224,224,2823,0.38
2,3,5,4,1,0,0,0,6,2,0,0,5,0,1,1,4,3,7,0,0,7,3,4,3,2,8,12,1,5,0,0,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,10.5,0,12,2,1,0,1,0,0,1,1,2,4,31.25,0,67500,0,1227,818,443,6992,0.55
2,2,5,4,1,0,0,1,6,2,1,0,5,1,0,2,4,3,17,0,3,7,3,4,3,3,4,4,2,1,1,0,1,0,0,0,6,8,0,0,0,0,0,0,0,1,0,5,1,12,2,1,0,0,0,1,1,1,3,3,37.66666667,0,110000,0,1632,1632,0,6236,0.73
3,2,5,4,3,0,1,1,9,1,1,0,7,1,1,2,3,4,7,1,0,3,3,4,1,2,12,8,2,8,8,0,1,0,0,0,2,7,0,1,7,3,1,7,3,1,1,5,0,12,3,1,0,0,1,1,0,1,3,2,64,1,22500,0,5074,4424,4424,18281,0.4
4,3,3,3,1,1,0,0,1,3,1,0,7,0,0,1,1,4,7,0,0,1,3,4,2,1,4,4,1,1,0,0,1,0,0,0,0,4,0,0,5,3,0,0,0,0,0,41,0,7,3,1,0,1,0,0,0,3,2,1,40,0,22500,0,496,397,496,8407,0.45
1,4,5,2,1,0,1,0,6,2,1,0,7,0,1,1,4,3,12,0,3,3,3,2,2,1,1,2,4,8,2,5,1,0,0,1,2,4,0,0,0,0,0,1,2,1,0,36.5,0,12,2,1,0,1,0,0,1,1,6,3,38.66666667,0,62500,0,1316,1066,267,6935,0.53
4,1,6,3,1,0,1,1,6,3,0,0,10,1,1,1,3,4,7,1,3,7,3,2,1,2,12,12,2,5,1,0,1,0,0,0,0,5,0,1,5,3,0,3,3,0,0,43.5,0,12,4,1,0,1,1,1,0,1,2,2,65.5,1,52500,0,1485,1485,1485,11877,0.42
2,3,5,3,1,1,0,0,6,2,1,0,7,0,1,1,4,4,7,0,0,3,3,3,3,2,4,8,0,0,0,0,0,0,0,0,2,4,0,0,4,3,0,1,3,1,0,15.5,0,7,3,1,0,0,0,0,0,1,3,2,60,1,92500,0,1428,1142,1142,12785,0.53
3,1,5,3,2,0,0,0,6,3,0,0,5,0,0,1,4,2,12,1,2,0,3,2,2,2,8,12,3,10,2,1,1,1,0,0,0,7,0,1,0,0,0,2,0,0,1,13,1,18,3,1,0,1,1,0,0,2,6,2,43.5,1,62500,0,2849,2704,1833,15871,0.5
5,1,5,3,2,0,1,1,6,3,0,0,7,1,1,2,3,5,2,0,2,3,3,6,3,4,4,8,2,2,1,0,1,0,0,1,6,6,0,0,6,3,1,6,3,1,0,22.5,0,7,4,1,0,0,0,1,0,1,3,2,60,0,82500,0,1888,1488,1488,23582,0.46
5,1,5,3,2,0,1,0,6,4,0,1,5,0,0,1,5,5,2,0,3,7,3,3,3,2,8,8,3,5,2,1,1,0,0,1,6,7,0,0,7,3,1,4,3,0,0,23.5,0,12,3,1,0,0,0,0,1,1,5,3,22.66666667,0,110000,0,2365,1965,1965,17515,0.4
5,0,2,5,4,0,1,0,6,4,1,1,10,1,1,2,3,4,7,1,5,7,3,2,3,2,8,4,1,2,0,0,1,0,0,1,2,8,1,0,8,3,1,1,1,1,0,10,0,22,3,1,0,0,0,1,0,1,4,2,70.5,1,62500,0,6252,4573,4573,14168,0.48
6,4,1,3,2,0,1,0,1,2,0,1,7,0,1,2,4,4,12,1,5,3,3,3,2,2,4,4,0,0,0,0,0,0,0,0,2,5,1,0,6,3,1,2,3,0,0,104,1,12,4,1,0,0,0,0,0,1,5,2,72,1,32500,0,2584,1820,2184,16016,0.52
6,3,5,4,3,1,1,1,16,3,1,0,5,1,1,3,5,5,2,1,5,13,3,3,3,2,8,8,2,8,2,0,1,1,0,1,2,10,0,1,10,3,1,3,2,1,0,5,1,30,3,0,0,1,1,1,1,1,5,5,19.8,0,110000,0,6364,5964,5964,30513,0.46
5,4,0,0,1,0,0,0,6,0,0,0,10,0,1,1,1,3,7,0,3,0,0,1,2,1,4,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,0,0,0,0,2,2,2,2,33.5,0,32500,0,435,0,0,1985,0.39
5,1,0,1,1,0,0,1,28,2,0,1,18,1,0,1,4,3,17,0,0,0,0,2,2,1,8,8,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,2,0,0,22.5,0,4,4,1,0,0,0,1,0,1,1,1,85,1,8750,1,701,701,234,2162,0.58
1,2,2,4,2,1,0,0,6,4,1,1,10,1,1,1,3,4,7,1,8,1,3,3,2,1,2,4,3,8,8,2,1,0,0,0,2,7,0,1,7,2,1,1,0,0,0,2.5,1,12,4,0,0,1,1,1,1,4,5,3,47,0,6250,1,2431,2431,2431,42885,0.38
3,1,5,3,2,1,1,1,6,2,1,0,10,1,0,3,4,3,3,1,8,13,3,5,3,2,4,4,1,2,0,0,1,0,0,0,0,10,0,1,8,3,0,5,3,0,0,73,0,22,3,0,0,1,1,1,1,1,2,6,16.83333333,0,87500,0,4239,3839,1538,19075,0.46
5,4,2,3,2,0,1,1,3,4,1,0,7,1,0,2,4,3,12,1,1,7,3,4,2,2,12,12,1,5,0,0,1,0,0,1,2,5,0,0,5,3,1,4,3,0,0,16,1,7,3,1,0,0,0,1,0,1,3,2,71,1,47500,0,1382,1132,1132,8106,0.53
3,1,0,0,1,0,0,1,1,3,1,0,5,1,0,1,4,3,2,0,3,0,0,1,2,1,2,2,2,10,1,0,1,0,0,0,2,1,0,0,1,2,0,0,0,0,0,82.5,0,4,3,1,0,1,0,1,1,4,5,1,29,0,62500,0,599,599,599,11678,0.42
4,1,0,2,1,1,0,1,6,4,1,0,5,1,1,1,4,4,22,0,3,7,3,2,2,1,12,12,1,5,0,0,1,0,0,1,0,4,0,0,4,2,0,1,1,0,0,20,1,7,3,1,0,0,0,1,1,1,3,2,44,0,52500,0,943,943,943,5894,0.56
1,3,5,3,1,0,0,1,9,2,1,1,7,1,0,1,4,3,7,1,0,7,3,2,3,2,4,4,1,1,0,0,1,0,0,0,2,7,0,0,0,0,0,1,0,1,0,5,0,12,2,1,0,0,0,1,1,1,1,4,13.5,0,77500,0,3045,1421,406,5226,0.58
6,3,6,3,3,0,1,1,6,3,0,0,10,1,1,1,5,4,12,0,0,3,3,3,3,2,4,4,1,2,0,0,1,0,0,0,2,6,0,0,5,1,1,5,2,0,0,28,1,12,3,1,0,0,0,1,0,1,2,2,68.5,1,42500,0,3388,2988,1298,5643,0.54
4,3,5,2,1,0,1,0,0,3,1,1,7,1,1,1,4,3,12,0,1,7,3,3,3,2,8,8,1,1,0,0,1,0,0,0,2,4,0,0,4,3,0,3,3,1,0,5,0,7,4,1,0,0,0,1,1,1,3,2,19,0,37500,0,2326,1037,1037,9383,0.56
1,2,5,4,2,0,0,1,9,2,0,0,7,1,1,2,4,3,7,0,0,7,3,5,2,1,2,8,1,1,0,0,0,0,0,0,0,5,0,1,0,0,0,6,3,1,0,29,0,12,3,0,0,1,1,1,1,1,2,5,40.8,1,2000,1,3136,2548,2156,15902,0.37
4,3,6,2,1,0,0,1,3,2,0,0,5,1,1,1,4,4,17,0,0,3,3,3,2,1,8,12,1,5,0,0,1,0,0,0,0,6,0,1,6,1,0,1,1,1,0,10.5,0,12,3,1,0,0,1,1,1,2,2,2,31.5,0,27500,0,1184,1184,1184,8231,0.43
6,4,1,2,2,0,1,0,6,1,0,0,5,0,1,1,4,4,12,0,1,3,2,2,3,2,2,4,4,2,1,2,1,0,0,0,2,4,0,0,4,1,1,0,0,0,0,5,1,7,3,1,0,0,0,0,1,1,3,2,51,1,130000,0,1523,1123,1123,4533,0.42
4,3,3,2,2,0,0,0,0,3,1,0,18,0,0,1,4,3,7,0,0,7,1,3,3,2,12,1,0,0,0,0,0,0,0,0,2,5,0,0,5,1,1,0,0,0,1,29,1,12,3,1,0,0,0,0,0,1,2,5,15,0,2000,1,1334,1334,1334,3906,0.39
6,3,6,4,3,1,1,0,9,2,1,0,7,0,0,2,3,4,2,0,5,7,3,4,2,2,2,4,1,2,0,0,1,0,0,0,2,8,0,0,8,1,1,2,1,0,0,32,1,18,4,1,0,0,0,0,1,1,8,4,23,0,130000,0,4581,4181,4181,9834,0.58
4,0,5,3,2,1,1,1,1,3,1,0,5,1,1,2,3,4,7,0,3,7,3,3,2,1,4,8,1,1,0,0,1,0,0,1,6,7,0,0,0,0,0,3,2,1,0,15.5,1,18,2,1,0,1,0,1,1,1,2,2,53.5,0,130000,0,4374,3777,0,20929,0.58
4,4,0,1,1,0,0,0,6,4,1,0,10,0,1,1,4,3,2,0,0,0,0,2,3,3,4,2,1,5,0,0,1,0,0,1,2,1,1,0,0,0,0,0,0,1,0,2.5,0,7,3,1,0,1,0,0,0,1,3,3,17,0,17500,1,567,284,0,2144,0.4
4,4,0,2,2,0,0,0,1,4,0,0,5,0,1,1,4,3,2,0,2,0,0,2,3,2,2,2,1,2,0,0,1,0,0,0,0,5,0,0,5,2,1,1,1,1,0,25,1,2,3,1,0,0,0,0,1,0,4,2,35,0,87500,0,801,801,801,9673,0.38
4,1,5,2,2,1,0,1,3,4,1,0,10,1,1,1,3,4,7,1,0,7,0,2,2,1,8,12,2,2,1,0,1,0,0,1,0,5,0,1,5,3,0,3,3,0,0,41,0,12,3,0,0,1,1,1,1,2,2,4,28.75,1,32500,1,1872,1872,1872,19243,0.52
3,1,5,3,1,2,0,1,3,1,0,0,7,1,0,1,4,3,22,1,1,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0,5,1,1,0,0,1,0,0,0,7,4,1,0,0,0,1,0,2,3,5,15.6,0,2000,1,1287,858,1073,8312,0.56
7,3,3,3,2,0,0,1,6,3,0,1,5,1,0,1,3,3,3,0,8,0,0,4,2,1,2,2,1,1,0,0,0,1,0,1,2,5,0,1,5,2,0,1,1,0,0,25,0,7,4,0,0,1,1,1,1,2,2,4,20.25,0,37500,0,1064,1064,1064,12665,0.45
2,0,2,3,1,0,1,0,9,2,0,0,7,0,1,1,4,3,3,0,0,0,0,2,3,4,12,12,2,10,1,0,1,0,0,0,2,5,0,0,0,0,0,1,2,1,0,2.5,0,7,2,1,0,0,0,0,2,1,2,2,60.5,1,17500,1,780,530,106,3943,0.51
2,4,5,2,1,0,0,0,0,1,0,1,5,0,0,2,4,3,7,1,0,3,3,3,3,2,2,2,1,2,0,0,1,0,0,0,2,1,0,0,5,2,0,0,0,0,0,0,0,12,2,1,0,1,0,0,1,1,1,2,47.5,0,42500,0,715,143,715,7872,0.44
6,3,5,2,2,0,0,1,9,3,0,0,18,1,0,1,1,4,7,0,0,7,3,3,1,1,4,8,0,0,0,0,0,0,0,0,6,4,0,1,5,1,1,1,2,1,0,50,0,30,2,0,0,1,1,1,2,1,3,3,44,0,22500,1,1035,828,1035,10446,0.54
4,2,5,3,2,0,1,1,6,2,1,0,10,1,1,1,3,4,22,0,0,7,3,2,2,1,4,4,0,0,0,0,0,1,0,0,2,3,0,1,6,2,0,1,1,0,0,0,1,7,3,0,0,1,1,1,0,1,1,2,74,1,52500,0,2408,1004,2008,13178,0.47
2,2,5,1,1,0,0,1,6,4,1,1,7,1,1,1,1,3,7,0,0,1,3,1,1,3,2,2,0,0,0,0,0,1,0,1,2,3,0,1,0,0,0,2,1,1,0,0,1,12,3,0,0,0,1,1,0,1,3,1,79,1,17500,0,1568,1568,1045,2590,0.43
6,3,0,2,2,0,0,0,16,1,0,1,10,0,0,1,4,4,7,0,1,1,3,3,2,1,4,12,1,5,0,0,1,0,0,1,0,3,0,0,3,1,0,2,3,0,0,5,0,4,4,1,0,0,0,0,1,2,4,3,30,0,37500,0,1218,1218,1218,5975,0.37
4,3,5,3,2,1,1,0,6,1,0,0,18,1,1,1,5,3,2,2,8,7,1,1,1,1,1,2,3,5,2,2,1,1,0,1,2,6,0,1,6,1,1,0,0,1,0,12.5,1,22,3,0,0,1,1,1,0,1,3,6,24,0,87500,0,4232,2153,2153,19562,0.54
5,2,5,3,2,0,1,1,0,2,0,0,0,0,0,1,4,3,22,1,0,1,3,1,2,1,4,4,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,4,3,1,0,29,1,7,4,0,0,0,0,0,2,1,4,1,58,0,47500,0,2144,1163,291,1280,0.46
