YEARMADERANGE,WALLTYPE,ROOFTYPE,BEDROOMS,NCOMBATH,NHAFBATH,PRKGPLC1,STOVENFUEL,OVENUSE,AMTMICRO,DEFROST,TOASTER,NUMMEAL,FUELFOOD,COFFEE,NUMFRIG,TYPERFR1,SIZRFRI1,AGERFRI1,NUMFREEZ,DWASHUSE,WASHLOAD,DRYRUSE,TVCOLOR,TVSIZE1,TVTYPE1,TVONWD1,TVONWE1,NUMPC,TIMEON1,TIMEON2,TIMEON3,INTERNET,WELLPUMP,AQUARIUM,STEREO,BATTOOLS,HEATROOM,MOISTURE,FUELH2O,ACROOMS,USECENAC,PROTHERMAC,NUMCFAN,USECFAN,TREESHAD,RECBATH,LIGHTS,SLDDRS,WINDOWS,ADQINSUL,USENG,USESOLAR,ELWARM,ELWATER,ELFOOD,EMPLOYHH,Householder_Race,EDUCATION,NHSLDMEM,MEANAGE,RETIREPY,MONEYPY,POVERTY150,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,WSF
1,0,0,1,1,0,0,0,16,2,0,0,10,0,0,1,4,3,3,0,0,0,0,2,2,1,8,8,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,21,0,7,2,1,0,0,0,0,2,2,3,1,52,1,17500,0,573,573,0,4826,0.58
3,3,5,3,2,0,1,0,6,2,1,0,7,1,1,1,3,4,3,0,8,7,3,3,3,2,12,12,4,5,10,2,1,0,0,1,2,6,0,0,6,2,1,2,1,0,0,41.5,1,12,3,1,0,0,0,1,1,1,5,4,30.5,0,130000,0,2118,1868,1868,10597,0.46
3,1,6,3,1,1,0,0,9,0,0,0,7,0,1,1,4,4,2,0,8,3,3,1,2,1,4,1,1,10,0,0,1,0,0,1,2,5,0,0,0,0,0,0,0,0,0,30.5,0,12,2,1,0,1,0,0,0,1,5,1,35,0,22500,0,2106,2106,421,5582,0.58
1,1,0,1,1,0,0,0,3,2,0,1,7,0,1,1,5,4,12,0,0,0,0,1,3,2,4,8,1,2,0,0,1,0,1,0,2,3,1,0,0,0,0,0,0,0,0,15,0,7,4,1,0,1,0,0,2,2,6,1,48,0,67500,0,806,806,538,3024,0.51
1,1,5,2,1,0,1,1,6,2,0,0,7,1,1,1,1,2,2,0,0,3,3,1,3,2,12,8,1,2,0,0,1,0,0,0,2,4,0,1,0,0,0,2,3,1,0,5,0,18,2,0,0,1,1,1,0,1,2,1,62,1,2000,1,3224,1630,0,19472,0.43
7,1,5,4,2,1,1,1,6,3,0,0,10,1,1,2,3,4,7,0,5,3,2,1,3,3,8,8,5,8,10,5,1,0,0,1,6,7,0,0,7,3,1,5,2,1,0,39,0,18,3,1,0,0,0,1,2,1,5,3,27.33333333,0,52500,0,2694,2294,2294,14208,0.52
1,0,6,3,2,0,0,0,9,3,1,0,7,1,1,1,4,4,17,0,0,7,3,2,1,1,2,2,3,8,5,2,1,0,0,1,6,7,0,0,7,2,0,2,2,0,0,61,1,12,3,1,0,1,0,1,0,1,5,4,36.75,0,42500,0,1692,1692,1692,7399,0.51
4,1,0,0,1,0,0,1,6,3,0,0,7,1,1,1,4,3,22,0,0,0,0,1,2,2,4,12,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,8,1,2,3,0,0,1,1,1,0,1,1,1,66,1,12500,1,461,461,461,6840,0.56
5,1,5,3,2,0,1,1,6,2,0,0,5,1,0,1,3,3,3,0,2,3,3,4,3,3,8,4,2,8,2,0,1,0,0,0,0,6,0,1,6,3,1,3,3,1,1,45,1,7,4,1,0,0,1,1,1,2,5,2,36.5,0,52500,0,1759,1359,1359,8201,0.51
4,2,5,3,2,0,0,0,3,2,1,1,5,0,1,1,4,4,12,1,5,3,2,3,3,3,4,4,3,2,1,1,1,0,0,0,6,4,0,0,0,0,0,1,1,1,0,16,0,12,4,1,0,1,0,0,2,1,6,2,66,1,130000,0,2634,967,483,5500,0.57
2,1,5,3,1,0,0,0,6,1,1,0,7,0,0,2,4,3,7,1,0,13,3,1,2,1,4,12,1,8,0,0,1,0,0,1,6,6,0,0,6,3,0,0,0,1,0,15.5,0,12,2,1,0,0,0,0,0,1,3,5,51.4,1,47500,0,1728,1728,1728,14636,0.49
4,4,4,4,2,1,1,0,9,2,1,0,7,1,0,2,4,3,12,1,3,3,3,1,1,1,2,1,3,8,5,1,1,0,0,1,2,9,0,0,0,0,0,0,0,0,0,101,1,12,3,1,1,1,0,1,0,1,7,2,73.5,1,82500,0,2969,2569,0,10340,0.54
2,3,5,2,1,0,0,1,6,2,1,0,5,1,0,1,4,3,7,0,5,7,2,1,2,2,2,4,1,1,0,0,1,0,0,1,2,4,0,1,4,1,0,2,2,1,0,13,0,7,4,1,0,0,1,1,1,1,4,1,34,0,32500,0,1230,980,980,9188,0.52
6,3,5,3,3,1,1,0,6,3,0,1,10,0,0,1,3,4,17,1,8,7,3,3,3,2,1,1,1,2,0,0,1,0,0,0,10,8,1,0,6,3,1,5,2,0,0,37,0,7,3,1,0,1,0,0,2,1,5,4,17.75,0,47500,0,2516,2116,1902,17035,0.47
6,3,5,4,3,0,1,1,6,3,1,0,7,1,1,2,3,4,17,0,8,3,3,8,3,3,2,2,2,10,10,0,1,1,0,1,2,8,0,1,8,3,0,14,2,1,0,20,0,12,4,0,0,1,1,1,1,1,5,3,41,0,130000,0,3120,2470,2470,22678,0.43
2,4,0,2,1,1,0,0,6,2,0,0,7,0,0,1,3,4,12,0,0,0,0,2,2,1,2,4,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,3,1,0,0,5,1,12,4,1,0,0,0,0,2,0,3,1,65,1,22500,0,564,564,141,5251,0.37
5,4,5,2,1,1,0,1,6,2,1,1,7,1,0,1,4,3,12,0,0,3,0,0,0,0,0,0,2,8,2,0,1,0,0,0,0,6,0,1,6,1,0,0,0,1,0,5,0,12,2,0,0,1,1,1,2,1,3,2,22.5,0,22500,0,743,743,743,2013,0.44
5,4,0,1,1,0,0,0,0,1,0,0,1,0,0,1,3,3,17,0,0,0,0,1,2,2,2,2,2,2,2,0,1,0,0,1,6,2,0,0,2,1,0,1,3,1,0,10.5,0,4,2,1,0,0,0,0,1,1,3,1,49,0,130000,0,600,600,600,3973,0.43
5,3,6,2,1,0,0,0,0,3,1,1,7,0,1,1,3,5,7,1,8,1,3,2,2,1,12,12,1,1,0,0,1,1,0,1,6,5,0,1,5,3,0,0,0,1,0,10.5,0,12,2,0,0,0,1,0,1,1,4,3,25,0,77500,0,1536,1536,1536,14485,0.59
4,3,6,2,1,0,0,0,0,1,0,0,7,0,1,1,4,3,3,0,0,1,3,1,1,1,8,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,22.5,0,4,3,1,0,1,0,0,0,1,1,2,33,0,2000,1,470,157,157,2651,0.43
5,4,0,1,1,0,0,1,6,2,1,1,7,1,1,1,3,3,7,0,0,0,0,1,1,1,2,2,1,10,0,0,1,0,0,0,2,3,0,1,3,2,0,0,0,0,0,45,1,2,2,0,0,1,1,1,0,1,3,1,48,0,8750,1,716,716,716,10681,0.34
8,1,0,2,1,0,0,0,3,4,0,0,1,0,1,1,1,4,17,0,0,0,0,3,2,1,4,4,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,0,0,0,2.5,0,7,4,1,0,1,0,0,0,2,2,1,48,0,12500,1,879,879,879,6683,0.49
4,2,5,2,1,0,0,1,1,2,0,0,7,1,0,1,3,3,3,0,0,0,0,3,2,1,8,8,2,2,2,0,0,0,0,0,0,2,0,1,0,0,0,2,2,1,0,21,0,12,2,0,0,1,1,1,0,1,2,6,36.33333333,0,37500,1,1102,367,551,25233,0.42
5,5,1,2,1,1,1,0,16,2,0,0,5,0,1,1,3,3,17,0,2,3,3,3,2,1,4,2,1,2,0,0,1,0,0,0,0,5,0,0,4,2,1,1,1,1,0,0,1,7,3,1,0,1,0,0,0,1,3,2,66.5,1,42500,0,2278,1565,1252,4703,0.43
2,2,0,1,1,0,0,1,6,1,0,1,10,1,1,1,4,3,7,0,0,0,0,1,2,1,4,2,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,25,1,4,4,0,0,1,1,1,0,1,2,1,69,1,8750,1,719,719,0,9627,0.54
2,1,5,3,2,1,1,0,9,1,0,0,7,0,1,2,5,4,7,1,2,13,2,4,2,3,12,4,1,2,0,0,1,0,0,1,2,8,0,0,8,1,0,2,3,0,0,28,1,7,3,1,0,0,0,0,0,1,3,2,67.5,1,52500,0,3660,2416,3410,9654,0.52
2,3,3,2,1,0,0,1,6,4,0,1,18,1,1,1,3,4,3,0,0,3,3,2,2,2,4,12,1,2,0,0,1,0,0,1,10,5,0,1,0,0,0,4,3,0,0,16,0,12,2,0,0,1,1,1,0,1,4,2,47.5,0,42500,0,1098,915,366,11829,0.44
4,2,6,2,1,0,0,1,6,3,1,0,7,1,0,1,4,3,12,1,0,0,0,2,2,1,4,4,2,1,1,0,1,1,1,1,2,4,0,1,0,0,0,3,3,1,0,21,0,7,3,0,0,1,1,1,1,1,3,2,43,0,97500,0,957,957,239,19239,0.56
1,3,6,3,1,0,0,0,6,3,1,0,7,0,1,2,4,3,12,1,5,3,3,2,1,3,4,4,1,2,0,0,1,0,0,0,6,7,0,0,7,2,0,3,2,0,0,13,0,12,3,1,0,1,0,0,0,1,2,2,68,1,42500,0,3108,3108,3108,8534,0.52
2,4,5,2,2,1,0,0,1,4,0,0,7,0,0,2,3,3,3,0,2,1,3,2,3,2,2,2,2,2,1,0,1,0,1,0,2,5,0,0,5,1,1,3,1,0,0,10,0,12,4,1,0,0,0,0,1,1,6,2,55,0,37500,0,1951,1951,1951,10857,0.4
7,2,0,2,2,0,0,1,3,2,0,0,5,1,1,1,4,3,7,0,3,0,0,2,2,1,2,4,2,2,1,0,1,0,0,0,2,4,1,1,4,2,0,3,3,0,0,16,0,7,3,0,0,1,1,1,1,1,5,1,69,1,72500,0,1213,1213,1213,8046,0.4
6,3,6,3,2,1,1,1,6,3,1,1,5,1,1,2,3,4,7,1,2,7,3,5,3,4,4,4,2,2,2,0,1,0,0,1,10,6,1,1,6,3,1,5,3,0,0,7.5,1,12,3,1,0,0,1,1,1,1,5,2,44.5,0,77500,0,3605,2087,2087,19432,0.49
3,2,6,5,3,1,1,0,6,2,0,1,10,0,1,2,5,4,7,1,2,7,3,5,2,1,4,4,3,2,2,1,1,1,0,1,10,8,0,0,0,0,0,1,2,1,0,39.5,1,22,4,0,0,1,0,0,0,1,3,2,52,1,62500,0,2560,2310,783,20637,0.49
2,4,6,3,2,0,1,0,9,0,0,0,10,0,0,1,5,5,7,0,5,13,2,0,0,0,0,0,4,2,2,2,1,0,0,1,10,6,0,0,0,0,0,0,0,0,0,10,1,12,2,1,0,0,0,1,1,1,5,3,36.66666667,0,130000,0,2289,1889,0,3773,0.49
3,1,5,4,2,0,0,1,3,2,0,0,7,1,1,1,4,3,7,0,0,3,0,2,2,1,8,8,0,0,0,0,0,0,0,1,0,7,0,1,7,3,0,4,3,1,0,2.5,0,18,2,0,0,1,1,1,0,2,2,2,62.5,1,12500,1,1900,1900,1900,14346,0.38
5,2,5,3,2,0,1,0,3,4,1,1,3,0,1,1,3,3,3,1,1,3,2,1,1,1,1,1,2,1,2,0,1,0,0,0,2,5,0,0,4,3,1,1,1,1,0,26,1,12,3,1,0,1,0,0,1,1,6,2,61.5,0,72500,0,3165,2110,1688,11819,0.4
8,3,0,1,1,0,0,1,6,3,0,0,7,1,1,1,4,3,3,0,0,0,0,1,2,2,4,8,0,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,26.5,0,4,3,1,0,0,0,1,0,1,4,1,84,1,22500,0,592,592,592,3313,0.57
4,1,0,1,1,0,0,1,1,2,1,0,18,1,0,1,4,3,12,0,0,0,0,1,1,1,2,4,2,10,8,0,1,0,0,0,2,3,0,1,3,1,0,1,3,0,0,37,0,4,2,0,0,1,1,1,1,2,5,1,44,0,32500,0,740,740,740,8768,0.41
2,4,5,3,2,0,1,1,9,3,1,1,10,1,0,1,3,4,17,0,0,3,3,2,2,1,2,2,2,2,1,0,1,0,0,1,0,6,0,0,0,0,0,1,1,1,0,12.5,0,4,3,1,0,0,0,1,2,4,4,6,35.5,1,130000,0,1490,1090,0,10617,0.49
3,4,5,3,1,0,0,0,6,3,0,0,18,0,1,1,4,3,7,0,0,13,3,3,3,2,8,8,1,10,0,0,1,0,0,1,2,5,0,0,0,0,0,0,0,1,0,2.5,0,12,3,1,0,0,0,0,1,1,2,2,34,0,67500,0,1400,1400,0,6354,0.66
6,1,5,5,3,1,1,0,9,3,1,0,7,1,1,2,3,5,7,1,8,13,3,1,3,3,2,2,2,10,8,0,1,0,0,0,2,10,0,0,10,2,1,7,3,0,0,112,0,22,4,1,0,1,0,1,1,1,5,7,17.71428571,0,77500,0,4525,3875,3875,20349,0.61
5,2,5,2,2,0,1,1,3,4,0,1,18,1,1,1,5,3,3,1,3,3,3,2,2,1,4,4,2,10,10,0,1,0,0,1,2,3,0,0,0,0,0,0,0,1,0,31.5,1,4,3,1,0,0,0,1,0,4,5,2,50,0,130000,0,1584,1110,0,6623,0.57
6,3,5,4,3,1,1,0,9,2,1,0,7,0,1,2,4,3,7,0,8,7,3,2,2,1,4,4,3,8,2,2,1,1,0,1,0,11,0,0,0,0,0,2,2,1,0,5,1,22,4,1,0,0,0,0,1,1,6,5,29.8,0,110000,0,3180,2390,364,13242,0.48
5,5,0,1,1,0,0,1,9,3,0,1,7,1,0,2,4,3,7,0,3,0,0,2,3,3,4,8,2,10,10,0,1,0,0,0,2,4,0,0,4,1,0,1,0,0,0,65,1,2,3,1,0,0,0,1,1,1,5,2,23,0,42500,0,896,896,896,5706,0.46
8,2,2,4,2,1,0,1,6,4,0,1,10,1,1,1,4,4,3,1,5,7,3,2,3,2,2,8,2,1,1,0,1,0,0,1,0,8,0,0,8,1,1,4,2,1,0,0,0,30,4,1,0,1,0,1,1,1,2,3,29.33333333,0,52500,0,3672,3672,3672,23874,0.39
7,3,6,4,2,1,1,0,6,1,0,0,7,0,1,1,3,5,7,1,0,13,3,5,3,2,4,4,6,5,2,2,1,1,0,1,10,9,0,0,0,0,0,0,0,0,0,475,1,30,4,0,0,0,0,1,2,1,1,5,27.4,0,12500,1,8736,8336,0,13470,0.52
4,1,5,3,3,1,1,1,9,2,1,0,7,1,0,1,3,4,3,1,5,7,3,4,3,4,2,8,2,2,1,0,1,0,0,0,6,7,0,1,7,3,1,5,2,0,0,23.5,0,22,4,0,0,1,1,1,1,1,2,4,19.5,0,52500,0,4032,3382,3382,23784,0.41
5,2,3,2,2,0,0,0,0,3,0,0,10,0,0,1,4,3,7,0,0,3,0,2,2,1,8,4,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,10.5,0,7,3,0,0,1,0,0,0,1,1,3,39.33333333,0,6250,1,871,436,218,3811,0.43
5,4,7,2,2,0,0,1,16,0,0,0,10,1,0,2,4,3,3,0,0,0,0,3,2,2,8,4,1,2,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,14.5,1,4,4,0,0,0,1,1,1,1,2,6,18.66666667,0,47500,0,864,0,0,11462,0.38
5,1,5,3,2,1,0,1,28,3,1,0,5,1,1,1,3,5,2,1,2,1,3,5,2,1,12,12,1,2,0,0,1,0,0,1,2,5,0,1,5,2,1,1,0,1,0,22.5,1,7,4,0,0,1,1,1,0,2,2,1,71,1,27500,0,1709,950,950,16117,0.46
2,3,5,2,1,0,0,0,16,4,0,0,5,0,1,1,4,3,3,0,0,3,3,2,1,2,12,12,0,0,0,0,0,0,0,0,0,2,0,0,5,3,0,0,0,1,0,5,0,7,3,1,0,1,0,0,0,2,4,2,46,0,22500,0,840,336,840,8162,0.46
5,3,6,3,2,0,1,1,16,2,0,1,10,1,1,1,3,4,22,1,5,7,3,6,2,1,4,4,3,5,5,5,1,1,0,0,6,6,1,0,6,2,1,4,3,0,0,18,1,18,4,0,0,1,0,1,1,1,5,4,30.75,0,82500,0,2268,1868,1868,15148,0.51
1,5,5,2,2,0,0,0,1,4,0,0,1,0,1,1,4,3,17,0,3,7,3,1,2,1,1,1,1,2,0,0,1,0,0,1,0,0,0,0,6,3,0,0,0,1,0,22.5,1,7,3,1,0,0,0,1,0,1,5,1,66,1,12500,1,1152,0,1152,9394,0.54
6,4,0,2,2,0,0,0,3,2,1,1,5,0,1,1,4,3,3,0,5,7,3,1,3,3,4,8,0,0,0,0,0,0,0,1,0,1,0,0,4,3,0,2,2,1,0,2.5,0,4,3,1,0,1,0,0,1,1,3,3,17,0,27500,0,915,229,915,6621,0.47
4,1,5,2,1,1,0,1,9,3,0,1,10,1,1,1,4,4,7,0,0,7,3,2,2,1,2,8,1,2,0,0,1,0,0,0,0,4,1,1,4,2,0,0,0,1,0,18.5,0,7,2,0,0,1,1,1,1,1,4,2,20.5,0,32500,0,1103,1103,1103,7434,0.41
6,5,2,3,2,0,1,0,9,1,0,0,10,1,1,2,3,4,2,0,3,7,2,3,3,3,4,2,2,5,8,0,1,0,0,1,6,7,0,1,7,1,1,7,2,0,0,5,1,7,3,0,0,1,1,1,1,1,2,2,53,0,130000,0,2670,2270,2270,22708,0.38
2,4,5,2,1,1,0,0,6,2,0,0,7,0,1,1,4,3,2,0,0,3,3,3,2,1,4,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,2,1,0,20.5,0,7,3,1,0,0,0,0,0,1,5,2,65.5,1,82500,0,1755,1755,0,2198,0.37
3,2,5,3,2,1,1,0,6,3,1,1,7,0,1,2,3,4,7,1,5,7,3,3,1,1,4,4,3,2,1,1,1,0,0,1,6,9,0,1,9,1,1,0,0,1,1,91.5,1,18,3,1,0,0,1,1,1,1,7,3,38.66666667,0,130000,0,4019,3619,3619,19912,0.53
5,1,5,3,2,0,1,1,1,1,1,0,7,1,1,1,3,4,2,1,0,7,3,4,2,1,1,2,2,2,1,0,1,0,1,1,2,4,0,1,4,3,1,3,1,1,0,22.5,1,12,3,0,0,1,1,1,1,1,3,4,25.25,0,6250,1,1804,1123,1123,21127,0.49
3,4,7,4,2,1,1,0,16,4,1,1,18,1,1,1,3,5,12,1,2,3,3,5,1,5,2,1,1,2,0,0,1,0,0,1,10,9,0,0,9,3,1,5,1,1,1,73,1,12,3,1,0,0,0,1,0,1,5,2,77.5,1,3750,1,2464,2064,2064,5780,0.55
1,3,5,3,1,1,0,0,9,3,1,1,5,0,1,1,4,3,3,1,0,0,0,4,2,1,4,4,1,8,0,0,1,0,0,1,2,6,0,0,0,0,0,0,0,1,0,21,0,12,2,0,0,1,0,0,1,2,2,4,27.75,0,27500,1,680,680,113,7018,0.5
5,2,6,3,2,0,0,1,3,0,0,1,7,1,0,1,3,3,7,0,2,3,2,3,2,2,4,2,2,5,5,0,1,1,0,1,0,7,0,1,7,3,1,3,3,1,1,34.5,0,18,3,0,0,1,1,1,0,1,5,2,52.5,0,22500,0,1711,1711,1711,13494,0.37
3,3,6,5,1,0,0,1,3,3,1,0,7,1,1,1,5,4,12,1,8,7,3,3,2,1,4,4,1,5,0,0,1,0,0,1,6,9,1,0,6,3,0,0,0,1,0,2.5,1,12,3,1,0,0,0,1,0,1,3,2,70,1,37500,0,2000,2000,667,7871,0.72
6,4,5,4,3,0,1,1,9,3,0,1,5,1,1,1,4,4,17,0,8,3,2,3,3,4,8,8,4,8,2,1,1,0,1,1,2,8,0,1,8,2,0,4,3,0,0,23.5,1,4,3,0,0,1,1,1,1,1,5,2,24,0,92500,0,2766,2366,2366,13551,0.37
4,4,0,2,2,0,0,1,9,2,1,1,10,1,0,1,4,4,7,0,0,3,3,0,0,0,0,0,2,8,5,0,1,0,0,1,0,5,0,1,4,2,1,2,0,1,0,67.5,0,12,2,1,0,1,1,1,1,1,5,2,23.5,0,72500,0,788,788,631,15487,0.36
8,4,1,5,3,0,1,0,28,0,0,0,18,0,0,1,4,4,3,0,8,13,3,1,3,2,12,12,1,2,0,0,1,0,0,1,2,8,0,0,8,3,1,5,1,0,1,50,1,18,4,1,0,0,0,0,1,0,4,11,16.90909091,0,87500,0,2080,2080,1680,10489,0.55
5,1,5,3,2,0,1,1,3,3,1,0,3,1,1,1,3,4,7,1,2,3,3,3,3,5,4,4,1,10,0,0,1,0,0,0,2,6,0,0,6,3,1,4,3,0,0,26.5,0,7,3,1,0,0,0,1,1,1,3,2,47.5,1,87500,0,2015,1384,1384,14808,0.39
8,3,6,2,1,0,1,1,9,1,1,0,7,1,1,1,4,3,7,1,0,7,3,1,3,2,4,12,1,2,0,0,1,0,0,1,10,4,0,1,4,2,1,0,0,0,0,18.5,0,7,4,0,0,1,1,1,1,1,4,2,44.5,0,67500,0,1840,1440,1440,10199,0.67
4,4,5,5,1,1,0,0,0,2,0,0,18,0,0,1,3,4,3,0,0,3,2,3,3,1,2,2,1,2,0,0,1,0,0,1,2,10,0,0,10,1,1,4,1,0,0,15.5,1,7,2,1,0,1,0,0,1,1,2,5,23.2,0,22500,1,2420,2420,2420,10600,0.43
2,1,6,3,2,0,0,1,6,3,0,1,18,1,0,1,1,3,2,1,0,7,3,2,2,1,4,4,1,1,0,0,1,0,0,1,2,7,0,1,0,0,0,3,2,0,0,42,0,7,3,1,0,0,1,1,1,2,3,6,50.83333333,0,42500,1,1814,1799,821,15363,0.48
2,3,6,3,1,0,0,0,16,2,1,0,7,0,1,1,0,1,7,1,0,1,0,2,2,1,8,8,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,14.5,0,7,4,1,0,1,0,0,0,1,2,1,67,1,22500,0,962,481,160,4260,0.57
4,1,5,6,3,2,1,0,6,1,1,0,10,1,1,1,3,3,7,1,3,1,3,5,3,2,4,2,1,1,0,0,1,0,0,0,0,14,1,1,14,2,0,2,3,0,0,20.5,0,22,3,1,0,1,1,1,0,1,5,2,66,0,110000,0,5936,5286,5286,23522,0.47
5,4,6,2,2,0,1,1,3,4,0,0,5,1,1,1,4,4,12,1,2,3,3,2,3,2,12,12,1,5,0,0,1,0,0,0,0,5,0,1,5,1,1,4,1,1,0,8,0,30,4,0,0,1,1,1,0,1,4,1,77,0,8750,1,1714,1314,1314,11203,0.37
1,3,5,5,2,0,0,0,6,3,1,1,10,0,1,3,4,4,17,0,5,7,3,6,3,4,12,12,2,2,2,0,1,0,1,0,2,10,1,0,0,0,0,4,1,0,1,42,0,30,2,1,0,1,0,0,1,1,3,3,54.33333333,1,110000,0,4554,4554,1518,14292,0.59
4,4,0,0,1,0,0,1,6,4,0,0,10,1,0,1,4,3,7,0,0,0,0,1,1,1,4,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,0,0,28,0,12,4,0,0,1,1,1,2,1,3,1,59,0,12500,1,616,616,616,9244,0.7
3,0,5,3,1,0,1,1,3,4,0,0,10,1,1,1,1,4,7,1,3,7,3,2,2,1,4,4,1,2,0,0,1,1,0,1,2,4,0,1,0,0,0,1,2,0,0,5,0,7,3,0,0,0,1,1,0,1,6,2,67.5,1,82500,0,1872,1872,0,11196,0.58
6,1,6,4,2,1,1,1,6,2,1,0,10,1,1,1,4,3,22,1,0,7,3,3,1,1,4,8,4,8,5,8,1,1,0,0,2,8,0,0,8,3,0,2,3,0,0,34,0,22,4,1,0,1,0,1,2,1,5,6,39.33333333,1,92500,0,6338,5688,5688,17369,0.58
4,3,5,3,2,1,1,1,9,2,1,1,7,1,0,1,4,4,12,1,2,7,3,2,3,2,8,8,1,1,0,0,1,1,1,1,2,8,0,1,8,3,1,2,3,0,1,44,1,12,3,0,0,1,1,1,1,1,2,3,30.66666667,0,72500,0,2763,2363,2363,60183,0.44
4,3,3,3,1,1,0,1,3,3,1,0,10,1,1,3,4,2,12,0,0,7,3,3,3,2,12,12,0,0,0,0,0,0,0,0,6,4,0,1,5,3,0,2,1,0,0,48.5,0,7,4,0,0,1,1,1,2,1,2,3,68,1,42500,0,1152,922,1152,21875,0.41
4,4,0,0,1,0,0,0,0,2,1,0,18,0,0,1,4,4,12,0,0,3,3,2,2,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,8,0,4,3,1,0,0,0,0,0,0,2,5,13.4,0,17500,1,815,0,0,4266,0.38
8,3,3,3,2,0,0,1,9,2,0,0,7,1,0,1,4,3,3,1,1,3,3,1,2,1,2,2,0,0,0,0,0,0,0,0,0,4,0,1,4,3,0,1,1,0,0,21,0,7,4,0,0,1,1,1,0,1,1,1,77,0,8750,1,1152,1152,1152,13210,0.44
3,4,2,3,2,0,1,0,1,3,1,1,10,1,1,1,2,4,2,0,0,13,3,5,1,2,4,4,2,2,2,0,1,0,0,1,0,4,0,0,0,0,0,1,3,0,0,31.5,1,7,2,1,0,0,0,1,1,4,5,5,22.8,0,130000,0,1675,850,0,7748,0.48
3,4,5,5,3,0,1,0,6,2,0,0,5,1,0,2,3,5,17,0,3,3,3,2,3,5,8,4,2,5,2,0,1,0,0,0,6,9,0,0,0,0,0,4,3,0,0,18.5,1,12,4,1,0,0,0,1,0,1,2,2,72.5,1,130000,0,4291,3891,0,9608,0.38
4,1,5,3,2,0,1,1,6,4,1,1,18,1,1,1,4,4,2,0,1,13,3,2,2,1,8,8,3,10,10,10,1,1,0,0,2,6,0,0,6,3,0,4,2,0,0,41,1,12,2,1,0,1,0,1,0,4,3,3,36.66666667,0,87500,0,2126,2126,2126,8578,0.42
2,3,5,3,2,0,0,1,6,2,0,0,7,1,1,1,4,4,3,0,3,3,3,3,2,1,2,4,2,1,1,0,1,0,0,0,2,6,0,1,6,3,0,3,3,1,0,23.5,0,18,2,1,0,0,1,1,1,1,6,2,16,0,72500,0,1400,1400,1400,9872,0.52
5,5,0,2,2,0,0,1,3,1,1,0,5,1,0,1,4,3,3,0,0,0,0,2,3,2,1,1,2,10,1,0,1,0,0,0,2,4,0,1,4,3,0,2,2,0,0,22.5,0,4,4,0,0,1,1,1,0,3,5,2,23,0,2000,1,1147,1147,1147,9534,0.43
5,2,0,2,1,0,0,1,1,1,0,0,1,1,1,1,4,4,22,0,0,3,3,2,3,2,2,4,2,5,5,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2.5,1,4,4,1,0,0,0,1,0,3,2,2,60.5,0,67500,0,875,875,0,4823,0.63
5,2,5,3,2,0,1,1,6,3,1,0,10,1,0,1,4,3,3,1,1,7,3,1,2,3,8,4,1,8,0,0,1,0,0,0,0,8,0,0,8,2,0,2,2,1,1,28,1,7,4,1,0,0,0,1,0,1,2,2,66.5,1,27500,0,2200,1800,1800,6505,0.59
3,3,5,2,1,0,0,1,6,2,0,0,7,1,1,1,4,3,2,0,0,7,3,3,3,2,4,8,2,2,2,0,1,0,0,0,2,6,0,1,0,0,0,3,3,0,0,0,0,18,3,0,0,1,1,1,1,1,2,3,40.66666667,0,47500,0,900,900,450,13008,0.37
1,1,5,3,1,0,0,1,6,1,0,0,10,1,1,1,4,4,3,0,8,13,3,2,2,2,4,4,1,5,0,0,1,0,0,0,2,3,0,1,0,0,0,3,2,0,0,10.5,0,12,3,0,0,1,1,1,0,1,3,3,18,0,47500,0,1262,631,631,16015,0.55
2,0,5,4,2,0,1,0,9,3,1,0,7,0,1,1,3,4,22,1,3,7,3,2,3,2,4,4,1,2,0,0,1,0,0,1,6,8,1,0,8,2,1,6,2,1,0,0,0,30,4,1,0,0,0,0,1,1,5,2,63,0,110000,0,2920,1112,1112,7468,0.59
6,4,1,5,3,1,1,0,1,3,1,0,7,0,0,1,4,3,7,0,1,3,3,2,3,4,2,2,3,5,2,2,1,0,0,1,2,8,0,0,8,1,0,2,1,1,0,10,1,12,3,1,0,0,0,0,2,4,5,4,27.25,0,22500,1,2718,2318,2318,7430,0.47
