YEARMADERANGE,WALLTYPE,ROOFTYPE,BEDROOMS,NCOMBATH,NHAFBATH,PRKGPLC1,STOVENFUEL,OVENUSE,AMTMICRO,DEFROST,TOASTER,NUMMEAL,FUELFOOD,COFFEE,NUMFRIG,TYPERFR1,SIZRFRI1,AGERFRI1,NUMFREEZ,DWASHUSE,WASHLOAD,DRYRUSE,TVCOLOR,TVSIZE1,TVTYPE1,TVONWD1,TVONWE1,NUMPC,TIMEON1,TIMEON2,TIMEON3,INTERNET,WELLPUMP,AQUARIUM,STEREO,BATTOOLS,HEATROOM,MOISTURE,FUELH2O,ACROOMS,USECENAC,PROTHERMAC,NUMCFAN,USECFAN,TREESHAD,RECBATH,LIGHTS,SLDDRS,WINDOWS,ADQINSUL,USENG,USESOLAR,ELWARM,ELWATER,ELFOOD,EMPLOYHH,Householder_Race,EDUCATION,NHSLDMEM,MEANAGE,RETIREPY,MONEYPY,POVERTY150,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,WSF
7,3,5,2,2,0,1,1,6,4,0,0,5,1,1,2,3,4,17,1,3,3,3,4,2,1,12,12,0,0,0,0,0,0,0,0,0,6,0,0,6,1,1,3,2,0,0,0,1,12,4,1,0,0,0,1,0,1,2,1,76,1,42500,0,1657,1257,707,6502,0.64
1,2,5,2,1,0,0,1,0,2,0,0,5,1,1,1,4,3,3,0,0,3,3,1,2,1,2,2,1,1,0,0,0,0,0,1,0,4,0,1,4,3,0,3,3,0,0,5,0,7,4,0,0,1,1,1,1,1,3,2,35,1,52500,0,952,952,952,11721,0.54
6,3,5,3,2,1,1,1,9,2,1,1,5,1,0,1,3,4,12,0,0,7,3,4,1,1,12,12,1,2,0,0,1,0,0,1,2,7,1,1,0,0,0,3,2,0,0,23,0,7,3,1,0,1,1,1,1,2,5,3,34.33333333,0,130000,0,2784,2384,0,20410,0.41
6,2,6,3,2,1,1,1,9,3,1,1,10,1,1,2,4,4,3,1,2,3,3,7,1,2,4,2,1,2,0,0,1,1,1,1,2,7,1,0,7,1,1,7,3,1,1,42,1,30,4,1,0,1,0,1,0,1,3,2,53.5,0,130000,0,5262,3126,3126,15352,0.5
4,5,5,4,2,1,1,1,3,2,1,0,5,1,0,1,3,4,2,1,0,7,0,4,2,2,2,4,4,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,18,3,0,1,0,0,1,1,5,5,5,25,0,62500,0,2756,0,673,8433,0.49
2,2,2,1,1,0,0,0,1,4,0,1,5,0,0,1,4,4,12,0,0,0,0,2,2,1,4,4,2,2,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,18.5,0,4,2,1,0,1,0,0,1,1,2,2,21,0,17500,1,521,348,174,2494,0.39
5,2,5,3,1,1,0,1,9,2,0,1,5,1,0,1,3,4,7,0,3,3,3,2,2,2,8,8,1,2,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,1,0,10.5,1,18,3,1,0,0,1,1,1,1,5,2,27,0,97500,0,1728,1382,0,5836,0.6
5,3,5,4,1,1,0,1,9,3,1,0,7,1,1,1,4,4,12,1,5,7,3,3,2,1,4,1,3,5,5,10,1,1,0,0,6,6,0,1,0,0,0,1,1,1,1,10.5,1,12,3,0,0,0,1,1,0,1,3,2,58,1,42500,0,2932,2932,0,5928,0.6
2,5,2,2,1,0,0,0,1,4,1,0,1,0,1,1,1,3,7,0,0,3,2,2,2,2,4,12,1,1,0,0,1,0,0,1,2,4,0,1,4,3,0,2,3,1,0,10.5,0,7,4,0,0,1,1,0,1,1,4,1,58,0,32500,0,1365,1365,1365,11197,0.41
5,0,5,3,1,0,0,1,1,4,0,0,7,1,1,1,4,3,12,2,2,3,3,1,1,1,2,4,2,1,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,1,0,63.5,0,12,3,1,0,0,0,1,2,1,6,1,78,1,22500,0,2100,2100,0,7925,0.76
6,3,3,3,2,0,0,1,3,3,0,0,5,1,1,1,4,3,7,0,0,7,3,5,3,2,12,12,1,5,0,0,1,0,0,0,0,5,0,1,5,3,0,4,3,1,0,7.5,0,7,4,0,0,1,1,1,1,1,4,3,30.66666667,0,37500,0,1078,1078,1078,16855,0.46
6,2,5,2,1,0,0,1,1,2,0,0,10,1,0,1,4,3,12,0,1,3,3,1,2,1,4,2,1,5,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1,1,0,10.5,1,4,3,0,0,1,1,1,0,1,2,3,16.33333333,0,17500,1,854,641,214,10792,0.61
5,2,0,2,2,1,0,1,6,3,1,0,5,1,1,1,4,3,3,0,5,7,3,2,3,2,4,4,2,5,1,0,1,0,0,1,0,3,0,1,0,0,0,0,0,1,0,5,1,4,2,0,0,1,1,1,1,1,5,2,57,0,92500,0,1348,809,270,9933,0.5
3,1,5,4,2,0,0,1,9,2,1,1,7,1,0,2,3,3,2,1,5,7,3,4,3,2,2,4,3,2,2,1,1,0,0,0,2,7,1,0,7,2,1,1,3,0,0,52,0,12,3,1,0,0,0,1,1,1,6,4,27.25,0,92500,0,3009,3009,3009,15370,0.65
4,1,2,3,2,1,1,0,6,2,0,0,5,1,1,1,5,4,7,1,0,3,3,2,2,1,4,8,0,0,0,0,0,0,0,1,0,7,0,1,7,2,0,3,2,0,0,7.5,0,12,3,0,0,1,1,1,0,1,3,2,79.5,1,32500,0,2624,2624,2224,14598,0.47
1,3,5,1,1,0,0,0,3,4,0,1,3,0,0,1,1,3,12,0,3,0,0,2,2,1,12,12,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,3,1,0,0,24,0,12,3,1,0,0,0,0,0,2,5,1,73,1,12500,1,1600,1200,0,7695,0.52
1,2,6,2,1,1,0,0,9,1,0,0,7,0,1,1,3,4,7,0,1,7,3,2,2,1,12,12,0,0,0,0,0,0,0,1,0,6,0,0,6,3,1,2,1,1,0,10.5,0,18,1,1,0,0,0,0,1,1,2,2,54,0,17500,1,2615,1625,1625,9907,0.6
4,1,5,4,2,1,0,1,6,1,0,0,18,1,1,1,4,5,3,0,8,7,3,1,3,2,4,2,1,2,0,0,1,0,0,0,0,6,0,0,6,3,1,3,2,1,0,5,0,12,4,1,0,0,0,1,0,1,3,2,69.5,1,42500,0,2925,2194,2194,11088,0.41
3,4,5,1,1,0,1,0,1,3,0,0,10,0,1,1,4,3,7,0,0,7,3,2,2,2,4,4,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18.5,0,7,1,1,0,1,0,0,0,1,1,4,23,0,12500,1,868,312,468,3721,0.35
1,3,2,3,1,0,0,1,9,4,0,1,7,1,0,1,4,3,2,1,0,16,3,5,3,2,12,12,1,2,0,0,1,0,0,0,0,5,1,0,0,0,0,2,3,0,0,56,0,7,2,1,0,1,1,1,1,2,3,5,21.6,0,27500,1,3643,1822,364,13300,0.55
5,2,5,3,2,0,0,1,0,3,0,0,7,1,0,1,1,4,7,0,0,7,0,2,2,2,4,8,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,21,0,12,3,0,0,0,1,1,0,1,2,6,22,0,32500,1,1200,0,0,728,0.43
1,3,5,3,1,0,1,1,6,4,1,0,5,1,1,1,5,5,3,0,0,3,3,2,2,2,4,2,1,5,0,0,1,0,0,0,0,6,0,0,1,1,0,4,1,0,0,13,0,7,4,1,0,0,0,1,1,1,5,2,31,0,42500,0,2808,2408,1405,9442,0.57
7,4,5,2,2,1,1,0,6,3,0,0,5,0,0,1,4,3,7,0,3,3,3,3,3,5,4,8,2,2,1,0,1,0,0,0,2,3,0,0,0,0,0,2,1,0,0,16,1,12,4,1,0,0,0,0,1,1,5,2,41.5,0,130000,0,1432,1182,0,4783,0.6
6,5,0,2,2,0,0,1,0,2,1,1,7,1,1,2,1,3,7,0,1,7,3,1,2,2,4,4,2,5,2,0,1,0,0,0,2,0,0,1,5,3,0,0,0,1,0,65,0,12,1,0,0,0,1,1,1,4,5,4,31.75,0,32500,1,999,0,999,8677,0.41
1,3,5,3,1,1,0,0,3,3,1,1,5,1,1,1,4,4,17,0,2,3,2,1,2,1,4,4,2,2,1,0,1,0,0,0,2,6,0,1,6,2,1,1,2,1,0,26.5,0,12,3,1,0,0,1,1,1,1,5,2,33.5,0,97500,0,1417,1312,1312,6564,0.49
2,2,2,3,2,0,1,0,3,4,0,0,10,0,0,1,4,3,2,1,1,3,3,5,1,1,12,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,0,7.5,1,7,3,1,0,0,0,0,0,2,2,2,24.5,0,12500,1,2522,0,0,6018,0.39
6,3,5,2,2,1,1,0,6,3,1,1,7,0,0,1,3,4,3,0,3,3,3,2,3,2,4,4,3,2,2,1,1,0,0,1,2,4,1,0,4,2,1,4,3,1,0,15.5,1,12,3,1,0,1,0,0,1,1,6,2,38.5,0,110000,0,3235,2835,2190,4182,0.59
4,0,5,3,1,0,1,1,6,3,1,0,10,1,1,1,4,3,7,0,5,13,2,2,3,2,4,4,2,10,10,0,1,0,0,1,10,5,1,1,0,0,0,1,1,1,0,63,0,12,4,0,0,0,1,1,1,1,2,2,53.5,0,77500,0,2288,1144,0,10580,0.61
1,3,2,1,1,0,0,0,6,0,0,1,10,0,0,1,4,3,3,0,0,0,0,1,3,2,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,21,0,7,3,1,0,0,0,0,0,6,2,3,18,0,12500,1,524,524,0,3464,0.57
6,1,0,2,2,0,0,1,16,3,0,0,10,1,1,1,4,3,7,0,2,0,0,3,2,2,8,8,1,1,0,0,1,0,0,1,2,4,0,1,4,3,0,1,1,0,0,15.5,1,7,3,0,0,1,1,1,0,2,5,1,23,0,3750,1,1047,1047,1047,13783,0.38
6,3,3,2,1,0,0,0,6,4,1,0,10,0,1,1,4,3,3,0,0,7,3,2,3,4,4,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,47.5,0,12,2,0,0,1,0,0,1,1,3,2,29,0,22500,0,768,192,0,5628,0.44
1,4,6,1,1,0,0,0,9,3,0,0,7,0,1,1,4,3,12,0,0,3,3,2,3,2,12,12,1,5,0,0,1,0,0,1,0,1,0,0,0,0,0,1,2,1,0,43.5,0,4,3,1,0,0,0,0,0,2,3,1,43,0,32500,0,450,150,0,2363,0.38
4,1,6,4,3,0,1,1,1,4,0,1,7,1,1,3,3,4,7,0,0,7,2,1,2,1,2,1,3,1,1,1,1,1,0,1,0,7,0,1,4,1,0,1,3,0,0,10,0,18,4,0,0,1,1,1,0,1,4,2,51.5,0,97500,0,3127,2727,1558,9954,0.41
3,4,4,3,1,1,1,0,6,4,0,0,5,0,0,1,1,3,7,0,1,3,0,1,2,1,12,12,2,5,1,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,16,1,7,4,1,0,0,0,0,0,2,2,2,42,1,37500,0,1800,1400,0,3780,0.37
6,3,3,2,2,0,0,1,3,2,0,0,7,1,0,1,4,3,17,0,0,0,0,3,2,1,8,4,0,0,0,0,0,0,0,1,0,4,0,1,4,3,1,1,0,0,0,10,0,7,2,0,0,1,1,1,1,1,1,4,21.75,0,47500,0,924,924,924,25989,0.45
3,3,3,2,1,0,0,1,1,1,1,0,5,1,1,1,1,3,12,0,0,3,3,2,2,1,4,8,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,61,0,30,2,0,0,0,1,1,1,1,2,1,51,0,12500,1,798,319,479,6137,0.38
6,3,5,4,2,0,0,0,6,2,0,0,5,0,1,1,4,3,7,1,5,3,3,3,3,2,12,12,0,0,0,0,0,0,0,1,0,6,1,1,0,0,0,1,1,1,0,62.5,0,12,3,1,0,0,1,0,1,1,3,4,20,0,57500,0,1620,1620,270,11948,0.66
8,3,5,2,1,0,0,1,9,4,1,1,7,1,1,1,4,4,7,0,3,3,3,2,3,2,2,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,2,1,0,2.5,1,7,4,0,0,1,1,1,1,1,5,2,30,0,77500,0,1800,1800,0,10508,0.5
1,3,6,3,2,0,0,0,3,0,0,1,5,0,1,1,3,4,12,0,1,7,3,3,3,2,4,4,1,2,0,0,1,0,0,0,6,6,1,0,0,0,0,2,3,1,0,5,0,12,4,1,0,0,0,0,1,2,3,3,18.33333333,0,77500,0,3072,2304,1152,6297,0.57
4,3,5,3,2,0,1,1,3,1,0,0,7,1,0,1,3,3,7,1,0,7,3,1,2,2,2,4,2,10,1,0,1,0,0,1,2,8,0,0,8,3,1,2,1,1,0,7.5,0,12,4,1,0,0,0,1,1,1,5,1,51,0,82500,0,2204,1204,1204,5647,0.52
6,3,5,2,2,1,0,1,6,3,0,0,5,1,1,1,4,3,17,0,1,7,2,2,2,2,4,4,2,10,10,0,1,0,0,1,0,5,0,0,5,3,0,2,2,1,0,5,0,12,3,1,0,1,0,1,1,1,8,2,33.5,0,72500,0,1471,1471,1471,15108,0.43
1,1,0,1,1,0,0,1,1,3,0,0,7,1,0,1,1,2,12,0,0,16,3,1,2,2,4,1,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,51.5,0,4,3,1,0,0,0,1,1,1,3,1,53,0,42500,0,792,792,792,6984,0.49
5,4,5,4,2,0,1,0,0,2,0,1,10,1,0,2,4,4,12,0,1,7,3,2,2,1,2,2,8,10,10,10,1,0,0,0,2,6,0,0,0,0,0,0,0,0,0,24,1,12,3,1,0,0,0,1,2,4,3,4,28.25,0,32500,1,2150,1750,0,5545,0.48
1,3,6,3,2,0,0,0,6,3,0,0,7,0,1,1,4,3,7,1,8,13,2,1,2,2,2,4,1,2,0,0,1,0,0,0,2,5,1,1,4,2,1,0,0,1,0,85,0,12,3,1,0,0,1,0,1,1,3,2,50.5,0,87500,0,2250,1250,1000,4246,0.6
1,1,5,3,1,2,0,0,6,4,1,0,10,0,1,1,1,3,22,0,0,3,3,2,2,1,12,12,1,10,0,0,1,0,0,1,0,5,0,0,5,1,0,0,0,0,0,22.5,0,7,2,1,0,1,0,0,1,2,3,2,44,1,37500,0,2448,1224,1224,6772,0.54
5,4,0,2,1,0,0,1,9,4,0,0,10,1,1,3,4,4,7,0,5,0,1,1,2,1,2,2,2,10,10,0,1,0,0,0,10,5,0,0,0,0,0,2,3,1,0,10.5,1,4,4,1,0,0,0,1,1,1,3,2,24.5,0,37500,0,1039,1039,416,3633,0.63
5,1,0,1,1,0,0,1,9,4,0,1,10,1,0,1,4,3,7,0,3,0,0,2,2,1,4,2,1,1,0,0,1,0,0,1,0,3,0,0,3,1,0,0,0,0,0,40,1,4,2,1,0,1,0,1,1,3,2,2,11,0,27500,0,356,356,356,3817,0.6
5,3,5,5,2,0,1,1,6,4,0,1,5,1,0,1,4,3,7,0,5,7,3,2,1,1,2,2,5,5,5,5,1,0,0,1,2,9,0,0,9,3,1,0,0,1,0,45,0,12,4,1,0,0,0,1,1,1,5,5,25,0,130000,0,1606,1356,1356,6994,0.62
3,3,5,3,1,0,0,0,9,3,0,0,7,0,1,1,1,3,7,0,0,3,3,2,2,1,2,2,0,0,0,0,0,0,0,1,0,6,0,0,6,1,0,2,1,1,0,5,0,12,3,1,0,0,0,0,0,1,2,2,63.5,1,62500,0,2046,2046,2046,6745,0.49
6,3,0,1,1,0,0,1,9,3,1,0,10,1,1,1,4,3,2,0,8,0,0,2,2,2,4,8,0,0,0,0,0,0,0,1,2,3,1,0,3,1,0,0,0,0,0,22.5,0,2,3,1,0,0,0,1,0,1,2,3,15.33333333,0,6250,1,902,902,902,3298,0.42
4,3,5,3,2,0,1,1,6,4,1,0,7,1,1,2,1,4,22,0,3,3,3,5,3,1,8,8,2,5,1,0,1,1,0,0,6,7,1,1,0,0,0,1,2,1,0,125,1,18,3,0,0,0,1,1,0,1,3,2,62,1,62500,0,2201,1801,0,10306,0.45
7,4,5,3,2,0,1,1,16,2,0,1,18,1,1,2,3,3,7,0,3,13,3,1,2,2,12,12,3,10,10,1,1,0,0,1,10,7,0,1,7,3,1,4,2,0,0,84,1,7,2,0,0,1,1,1,1,1,3,5,26.2,1,87500,0,1849,1449,1449,21248,0.37
4,4,5,3,2,0,1,1,3,4,0,0,18,1,0,1,4,3,12,0,0,3,3,4,2,1,12,12,1,1,0,0,1,0,0,1,2,7,0,1,9,3,1,0,0,0,0,8,1,12,4,0,0,1,1,1,0,2,3,3,40,1,82500,0,2700,1789,2300,24424,0.37
6,5,5,0,1,0,0,1,1,4,0,0,10,1,0,1,0,1,3,0,0,0,0,2,1,1,4,8,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,21,0,12,4,0,0,0,1,1,0,2,2,1,60,0,8750,1,270,0,0,3458,0.42
5,4,1,4,3,0,1,0,0,2,0,0,18,0,1,1,3,3,2,0,2,1,3,1,2,2,8,8,1,8,0,0,1,0,0,1,2,9,0,0,9,2,1,6,1,0,0,55.5,1,12,4,1,0,0,0,0,0,1,6,1,62,0,17500,0,2452,1802,1802,4705,0.43
2,2,5,2,1,0,0,0,6,3,1,0,7,0,0,1,4,3,22,0,0,3,3,1,2,1,4,8,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,1,3,1,0,5,0,12,3,1,0,0,0,0,1,1,2,2,59,1,52500,0,690,690,690,8603,0.5
3,3,5,3,2,0,1,1,28,2,1,1,5,1,1,1,3,4,7,1,5,7,3,1,1,1,1,2,2,5,2,0,1,0,0,1,2,6,0,0,0,0,0,4,3,0,0,2.5,0,7,4,1,0,0,0,1,0,1,2,5,16.2,0,57500,0,2660,1824,0,10939,0.6
8,1,5,3,2,1,1,1,9,4,0,1,7,1,1,2,5,5,2,1,3,13,3,4,3,2,4,8,2,2,1,0,1,0,0,0,2,5,0,1,5,3,1,4,2,0,0,26,0,12,3,0,0,1,1,1,1,1,3,3,25.33333333,0,42500,0,2928,2528,2528,18855,0.43
8,3,5,3,2,0,0,1,6,2,1,1,10,1,1,1,3,3,7,0,3,7,3,3,2,2,4,4,1,5,0,0,1,1,0,0,0,5,0,1,5,2,0,1,1,0,0,2.5,0,12,3,0,0,1,1,1,1,1,2,3,34.66666667,0,52500,0,1484,1484,1484,17450,0.39
1,4,5,2,1,1,0,0,3,3,0,0,10,0,0,3,4,4,12,0,0,3,3,2,1,2,4,4,3,5,5,2,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,2.5,0,12,3,1,0,0,0,0,2,4,7,3,46.33333333,0,32500,0,2114,1289,0,3797,0.55
4,2,3,2,1,0,0,1,1,4,0,0,3,1,1,2,3,4,3,2,0,3,3,2,2,1,2,1,1,5,0,0,1,1,0,1,2,7,0,1,0,0,0,2,2,0,0,31.5,0,7,2,0,0,0,1,1,1,1,2,1,30,0,57500,0,1752,1752,264,7515,0.55
6,2,5,3,2,0,1,1,9,3,1,1,7,1,1,2,5,4,2,0,3,3,3,3,3,3,8,4,2,10,2,0,1,0,0,1,2,5,1,1,0,0,0,2,2,0,0,21,1,7,3,1,0,1,1,1,0,1,6,3,19,0,72500,0,1844,1203,0,14722,0.57
1,2,6,3,1,1,0,0,6,1,0,0,7,0,0,1,5,3,7,0,2,3,3,2,2,2,4,2,1,2,0,0,1,0,0,0,6,6,1,0,6,2,0,1,2,1,0,105.5,1,30,2,1,0,0,0,0,0,1,7,2,66.5,1,32500,0,3483,2322,2322,8953,0.57
2,2,5,1,1,0,0,0,1,0,0,0,7,0,0,1,3,3,3,0,0,3,0,1,2,1,1,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,7,2,1,0,0,0,0,1,4,1,3,41,0,12500,1,1056,0,0,10852,0.33
6,3,5,3,2,0,0,0,1,2,0,1,1,0,1,1,4,3,7,0,3,7,3,3,2,2,8,8,1,5,0,0,1,0,0,1,6,5,0,0,0,0,0,3,1,0,0,7.5,0,12,3,0,0,0,0,0,1,1,3,3,16,0,47500,0,1848,1540,0,6508,0.54
4,4,1,3,2,0,0,1,6,4,1,1,7,1,0,1,1,3,12,0,3,3,2,1,1,1,2,2,1,2,0,0,1,0,0,0,2,4,0,0,4,3,1,1,1,0,0,21,1,7,3,1,0,0,0,1,0,1,5,2,76,1,82500,0,1474,983,983,4947,0.51
5,3,5,4,3,0,1,1,6,2,1,0,10,1,1,2,4,3,17,0,8,13,3,2,2,1,1,2,1,2,0,0,1,0,0,1,0,7,1,1,7,3,0,5,2,1,0,44.5,0,4,3,1,0,1,1,1,0,1,5,7,16,0,32500,1,1904,1504,1504,18761,0.43
1,3,5,2,1,0,0,1,1,0,0,1,10,1,1,1,4,3,17,0,0,0,0,1,2,2,4,2,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,18.5,0,12,3,0,0,0,1,1,0,1,5,2,70,1,22500,0,2077,1282,0,1900,0.48
6,3,4,3,2,0,1,0,1,4,0,0,1,0,0,1,4,3,7,1,3,3,3,2,1,1,2,2,0,0,0,0,0,0,0,1,2,4,0,0,4,1,1,4,0,1,0,21,0,12,2,1,0,1,0,0,0,1,2,1,63,1,27500,0,1600,960,960,5534,0.37
4,1,6,3,1,0,0,0,1,0,0,0,18,0,0,1,4,3,3,0,0,0,0,2,2,1,2,4,1,2,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,7,4,1,0,0,0,0,1,1,1,4,33.5,0,17500,1,751,751,300,4697,0.59
6,2,5,4,2,1,1,0,1,3,1,1,5,0,1,1,3,4,3,1,2,3,3,5,2,1,8,8,2,10,2,0,1,0,0,1,6,4,0,0,4,1,1,1,1,0,1,42,0,7,3,1,0,0,0,0,0,1,3,2,62,1,110000,0,3354,1477,1477,17897,0.52
4,1,5,2,1,1,0,1,9,3,0,0,7,1,1,1,4,4,3,0,3,3,3,3,3,1,2,2,1,2,0,0,1,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,1,7,3,0,0,1,1,1,1,1,3,4,33.25,0,72500,0,892,892,669,5916,0.48
5,3,2,2,1,1,1,0,0,4,0,0,5,0,0,1,4,4,22,1,3,1,3,2,2,1,4,2,1,8,0,0,1,0,0,1,2,4,0,0,4,1,1,0,0,0,0,5,1,4,2,1,0,0,0,0,1,1,5,1,68,0,92500,0,1232,874,874,4513,0.48
3,4,5,3,2,0,0,0,0,2,0,0,7,0,0,1,3,4,7,0,0,3,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,12,4,1,0,0,0,0,1,4,4,1,63,0,52500,0,1593,0,0,5351,0.42
1,4,5,7,5,0,0,1,9,4,0,0,5,1,0,2,3,4,2,0,0,3,0,2,2,1,4,4,1,2,0,0,1,0,0,0,2,0,0,1,0,0,0,5,1,0,0,7.5,0,7,4,0,0,0,1,1,1,4,0,14,33.85714286,1,77500,1,5092,0,463,24835,0.48
4,3,5,2,1,0,0,1,3,2,0,0,5,1,0,1,1,3,17,0,0,3,3,1,1,1,2,2,1,1,0,0,1,0,0,0,0,4,0,1,4,2,0,1,1,0,0,27.5,0,7,3,0,0,1,1,1,0,1,5,1,63,1,42500,0,854,854,854,9483,0.48
1,4,4,3,2,0,1,0,16,4,0,1,7,0,1,1,3,4,7,0,5,7,3,2,2,2,4,4,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,4,3,0,0,26,0,7,4,1,0,0,0,0,1,4,3,7,32.57142857,0,77500,0,1775,1375,0,5541,0.48
6,3,5,4,2,1,1,0,6,2,0,1,10,0,1,2,3,4,17,0,8,7,3,5,3,2,8,12,3,10,10,10,1,0,0,1,2,9,0,0,9,3,1,5,3,0,0,44.5,1,18,3,1,0,0,0,0,1,1,3,3,47.66666667,0,62500,0,2520,2270,2270,14790,0.52
4,1,5,3,2,0,0,1,9,3,0,0,7,1,1,1,4,3,2,0,8,7,3,3,2,1,4,12,1,2,0,0,1,0,0,1,0,6,0,1,6,3,0,2,1,1,0,5,0,7,2,0,0,1,1,1,0,1,2,6,16.33333333,0,27500,1,1260,1260,1260,24363,0.42
1,1,7,1,1,0,0,0,6,2,0,0,5,0,0,1,4,4,12,0,0,0,0,1,3,2,4,4,1,2,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,13,0,7,3,1,0,0,0,0,1,1,3,1,49,0,62500,0,830,830,277,3022,0.57
2,5,2,3,2,0,1,1,3,4,1,0,7,1,1,1,3,4,17,0,1,3,3,2,3,2,8,4,3,2,1,1,1,0,0,1,2,7,0,1,5,3,0,2,2,1,0,26.5,1,12,3,0,0,1,1,1,1,1,5,1,55,0,67500,0,2750,2100,1500,13478,0.38
1,2,5,3,1,0,0,1,9,2,0,1,7,1,1,1,4,3,12,0,0,7,3,2,3,1,4,4,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,1,0,5,1,0,3,0,0,1,1,1,1,1,1,3,17.33333333,0,32500,0,1040,693,0,11267,0.5
4,1,5,4,2,0,1,1,6,3,1,0,7,1,1,2,4,4,3,1,5,3,3,2,3,2,4,8,3,10,10,1,1,0,0,0,2,7,0,1,7,3,1,8,3,1,0,18,0,12,3,0,0,1,1,1,0,1,5,2,59.5,0,92500,0,3450,3050,3050,28602,0.39
3,5,0,1,1,0,0,1,28,4,1,0,18,1,1,1,4,4,2,0,3,0,0,2,3,2,8,12,1,10,0,0,1,0,0,0,0,4,1,0,4,2,0,0,0,1,0,5,0,2,3,1,0,1,0,1,1,2,3,2,26,0,27500,0,868,868,868,6313,0.4
6,2,6,3,2,0,0,0,16,2,0,0,10,0,1,1,3,4,3,1,8,16,3,4,3,3,12,12,2,2,2,0,1,0,0,1,0,4,0,0,0,0,0,4,3,0,0,43.5,0,12,3,0,0,0,0,0,1,1,4,6,28.16666667,0,8750,1,2389,1365,0,19074,0.47
1,1,0,2,1,0,0,1,6,4,0,1,10,1,1,1,4,4,3,0,0,0,0,0,0,0,0,0,1,10,0,0,1,0,0,0,0,4,0,0,4,1,0,0,0,1,0,13,0,7,4,0,0,0,0,1,1,1,5,1,45,0,62500,0,670,670,670,3031,0.53
5,4,0,2,2,0,0,1,6,3,0,0,5,1,1,1,3,4,3,0,0,3,3,1,2,1,4,4,1,8,0,0,1,0,0,0,2,4,0,1,4,3,0,0,0,1,0,8,1,4,3,0,0,1,1,1,1,1,3,1,58,0,62500,0,1123,1123,1123,9715,0.4
5,2,5,3,2,0,1,1,9,4,0,0,5,1,0,1,3,4,3,0,8,7,3,2,1,1,4,2,2,2,1,0,1,0,0,1,2,6,1,0,6,3,1,1,2,1,0,18.5,0,18,4,1,0,1,0,1,1,1,2,2,54,0,77500,0,2730,2330,2330,6290,0.53
4,2,5,3,1,1,1,0,9,3,1,1,7,0,1,2,3,4,7,1,5,13,3,4,3,2,4,8,3,5,10,2,1,1,0,1,2,6,0,0,6,2,1,1,0,1,0,63,1,12,4,1,0,0,0,0,1,1,2,4,31.5,0,57500,0,2016,1616,1280,9905,0.55
7,3,5,2,1,0,0,1,6,3,0,0,5,1,0,1,4,3,7,0,0,3,3,1,2,2,4,8,0,0,0,0,0,0,0,0,0,4,0,1,4,3,0,1,3,0,0,13,1,4,3,0,0,1,1,1,1,1,2,1,52,0,22500,0,480,480,480,4919,0.48
8,3,0,2,2,0,0,1,6,3,0,0,7,1,1,1,4,4,3,0,3,7,3,3,2,1,2,4,2,2,1,0,1,0,0,1,2,3,1,1,3,2,0,2,2,0,0,26,1,4,3,0,0,1,1,1,2,1,5,3,23,0,67500,0,1218,1218,1218,11556,0.53
6,3,3,3,1,0,0,1,9,3,1,0,5,1,0,1,5,4,7,0,0,7,3,3,2,1,12,12,0,0,0,0,0,1,0,0,2,5,0,1,0,0,0,2,3,0,0,13,0,30,3,0,0,0,1,1,0,1,2,3,28,0,3750,1,980,980,196,7685,0.61
