YEARMADERANGE,WALLTYPE,ROOFTYPE,BEDROOMS,NCOMBATH,NHAFBATH,PRKGPLC1,STOVENFUEL,OVENUSE,AMTMICRO,DEFROST,TOASTER,NUMMEAL,FUELFOOD,COFFEE,NUMFRIG,TYPERFR1,SIZRFRI1,AGERFRI1,NUMFREEZ,DWASHUSE,WASHLOAD,DRYRUSE,TVCOLOR,TVSIZE1,TVTYPE1,TVONWD1,TVONWE1,NUMPC,TIMEON1,TIMEON2,TIMEON3,INTERNET,WELLPUMP,AQUARIUM,STEREO,BATTOOLS,HEATROOM,MOISTURE,FUELH2O,ACROOMS,USECENAC,PROTHERMAC,NUMCFAN,USECFAN,TREESHAD,RECBATH,LIGHTS,SLDDRS,WINDOWS,ADQINSUL,USENG,USESOLAR,ELWARM,ELWATER,ELFOOD,EMPLOYHH,Householder_Race,EDUCATION,NHSLDMEM,MEANAGE,RETIREPY,MONEYPY,POVERTY150,TOTSQFT,TOTHSQFT,TOTCSQFT,KWH,WSF
5,3,5,3,2,0,1,1,6,3,0,1,5,1,0,1,4,4,17,0,3,13,3,2,3,2,8,12,1,2,0,0,1,0,0,1,6,5,0,0,5,1,0,4,3,0,0,33,0,12,3,1,0,1,0,1,1,2,7,4,34.25,0,82500,0,2112,1810,1482,18941,0.59
1,3,3,3,1,1,1,1,9,2,0,1,5,1,1,1,5,4,12,0,0,7,3,2,3,4,4,4,1,2,0,0,1,1,0,0,2,6,1,1,0,0,0,2,1,1,0,0,0,22,3,0,0,0,1,1,1,1,2,2,48.5,0,110000,0,2445,1270,0,8231,0.49
7,5,5,3,2,0,1,1,6,4,1,0,10,1,1,1,1,5,7,0,5,7,3,4,3,2,4,4,3,5,2,1,1,1,0,1,2,6,0,1,6,3,0,5,3,0,1,13,1,7,3,0,0,1,1,1,1,1,5,4,20.5,0,87500,0,2024,1624,1624,15020,0.37
2,1,0,3,1,1,0,0,28,2,0,0,5,0,0,2,4,3,22,1,0,0,0,4,2,2,4,12,3,5,2,1,1,0,0,0,0,6,0,0,6,1,0,1,1,0,0,7.5,1,18,4,1,0,0,0,0,1,2,3,5,21.8,0,27500,1,1254,1254,1254,3370,0.6
7,3,5,4,2,1,1,1,6,2,1,0,10,1,1,1,4,4,7,1,3,3,3,2,3,2,4,4,2,8,8,0,1,0,0,1,2,8,0,0,8,3,1,3,2,0,0,49.5,0,18,3,1,0,0,0,1,1,1,3,5,30.6,0,47500,0,3024,2774,2774,13921,0.43
3,3,6,2,1,0,1,1,6,3,0,0,7,1,0,1,4,5,3,0,0,3,3,2,3,3,2,4,0,0,0,0,0,1,0,0,10,7,0,0,0,0,0,3,1,0,0,22.5,0,12,4,0,0,0,0,1,2,1,2,1,27,0,47500,0,3248,3248,207,6510,0.6
3,3,6,3,2,0,1,1,3,2,0,0,7,1,1,2,5,3,2,1,3,3,3,2,2,1,4,4,2,2,1,0,1,1,0,0,2,8,0,1,5,1,1,1,1,1,0,31.5,0,18,4,0,0,0,1,1,1,1,4,2,66,1,37500,0,4805,4805,1378,19443,0.58
2,2,5,3,1,1,1,1,9,3,1,0,5,1,1,1,3,3,3,1,3,3,3,2,3,3,2,2,0,0,0,0,0,0,0,1,0,4,0,0,4,3,0,1,3,0,0,24,1,4,2,1,0,0,0,1,0,1,3,1,78,1,27500,0,2487,1166,1166,6880,0.53
4,1,5,4,2,0,1,1,16,2,0,1,10,1,1,1,4,3,12,0,5,7,3,3,2,1,12,12,1,2,0,0,1,0,0,0,2,6,0,1,6,3,1,5,2,0,0,35.5,1,12,2,0,0,1,1,1,0,1,6,2,49,0,67500,0,2567,894,894,19774,0.45
7,4,1,4,3,1,1,0,3,2,1,0,18,0,0,2,3,4,3,0,3,7,3,3,3,2,4,4,2,10,1,0,1,0,0,0,6,9,0,0,0,0,0,1,1,0,0,17.5,1,18,2,1,0,0,0,1,1,1,4,5,21.6,0,72500,0,4860,4460,0,6150,0.45
3,4,5,3,1,0,1,0,6,2,0,0,7,0,1,1,4,3,7,0,0,7,3,2,2,1,4,4,1,8,0,0,1,0,0,1,2,5,0,0,0,0,0,5,2,0,0,28.5,1,7,3,1,0,1,0,0,1,1,3,5,18.6,0,67500,0,889,889,0,3724,0.38
5,1,0,2,1,0,0,0,1,4,0,1,5,0,1,1,1,4,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,12,4,1,0,0,0,0,1,1,3,1,61,1,37500,0,755,755,504,1940,0.53
8,3,5,4,3,0,1,1,6,3,1,0,7,1,1,2,1,3,7,1,8,7,3,4,3,4,4,8,1,1,0,0,1,1,0,1,2,11,0,1,11,3,0,5,2,1,0,10.5,0,22,4,0,0,1,1,1,1,1,5,3,39.66666667,1,130000,0,5280,4880,4880,25948,0.46
1,2,5,2,1,0,0,1,3,4,0,0,18,0,0,1,3,4,7,0,0,13,3,3,3,2,2,4,1,2,0,0,1,0,1,1,2,2,0,0,0,0,0,2,2,0,0,42.5,0,12,2,1,0,1,0,1,1,3,2,3,48.33333333,1,22500,1,1610,644,0,7904,0.4
6,4,7,4,2,0,1,1,6,4,1,1,7,1,1,2,4,4,22,0,8,7,1,1,3,2,1,4,3,10,2,1,1,0,0,1,2,7,0,0,7,2,1,4,3,1,0,46,0,30,3,1,0,0,0,1,1,1,5,4,27.75,0,67500,0,2874,2224,2224,26870,0.46
2,0,5,3,1,0,0,0,28,4,0,0,10,0,0,1,4,2,7,0,0,7,3,1,2,1,12,12,1,5,0,0,1,0,0,0,0,5,0,0,5,3,1,0,0,1,0,31.5,0,12,3,1,0,0,0,0,1,1,4,1,34,0,27500,0,890,890,890,7929,0.53
4,4,5,2,1,0,1,0,6,1,0,0,18,0,1,1,4,4,3,0,0,0,0,1,1,1,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,20,0,7,4,1,0,0,0,0,0,1,1,5,27.2,0,32500,1,1276,0,0,4038,0.39
8,3,5,3,2,0,1,1,16,2,0,0,10,1,1,2,3,4,7,1,2,7,3,2,3,3,4,4,1,2,0,0,1,0,0,0,0,5,0,0,5,3,1,4,1,0,0,2.5,1,12,4,1,0,0,0,1,1,1,3,3,21.33333333,0,130000,0,4116,2080,2080,8396,0.45
3,1,5,2,1,0,0,1,6,1,0,0,5,1,1,2,5,3,7,2,0,3,3,1,1,1,4,4,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,1,0,10.5,0,7,3,0,0,1,1,1,0,1,2,1,75,1,22500,0,2112,1056,211,26927,0.43
4,5,5,4,2,0,0,1,6,4,1,0,18,1,1,1,5,5,17,1,8,13,3,3,2,1,2,2,5,10,8,1,1,0,0,0,10,8,0,1,8,3,1,10,2,0,0,117,1,12,4,0,0,1,1,1,1,1,3,4,39.5,0,47500,0,1720,1720,1720,27312,0.4
1,2,5,4,2,0,0,0,9,3,1,1,10,0,1,1,3,4,12,0,8,13,3,1,2,1,4,4,1,2,0,0,1,0,0,1,0,6,1,0,6,2,1,4,2,1,0,39.5,0,22,2,1,0,0,0,0,1,1,3,5,25,0,42500,0,3150,1969,1969,13296,0.51
5,0,5,2,2,1,0,1,1,2,1,1,1,1,1,1,4,3,3,0,1,3,3,3,2,1,2,2,1,1,0,0,1,0,0,0,0,5,0,1,5,1,1,0,0,0,0,18.5,1,4,3,1,0,0,1,1,0,1,4,1,74,1,27500,0,1036,1036,1036,5490,0.6
5,2,6,5,3,1,1,1,3,3,0,0,5,1,1,2,5,2,2,1,5,7,3,5,2,2,8,8,1,2,0,0,1,1,0,0,0,11,0,0,11,2,1,1,1,1,0,22.5,1,30,4,1,0,0,0,1,0,1,3,2,73.5,1,47500,0,11877,9627,9627,8769,0.61
4,3,5,4,2,1,1,1,1,2,1,0,1,1,1,2,3,3,7,0,1,1,3,4,3,4,4,4,1,2,0,0,1,0,0,0,6,6,0,1,0,0,0,2,1,1,0,37,1,22,3,0,0,1,1,1,2,1,7,2,69,1,97500,0,3262,1637,411,15884,0.57
5,3,5,5,3,1,1,0,6,2,0,1,5,0,1,2,3,4,7,0,5,3,3,3,2,1,8,12,3,2,2,2,1,0,0,0,2,11,1,0,11,3,1,4,2,1,0,25.5,0,22,4,1,0,0,0,0,2,1,6,4,26.5,0,130000,0,4608,4176,4176,11466,0.45
4,2,5,4,2,1,1,1,3,2,1,0,18,1,1,2,5,4,7,1,5,3,3,5,3,3,8,1,2,10,10,0,1,1,0,1,0,8,0,0,8,1,1,4,1,1,1,85.5,1,22,3,0,0,0,0,1,1,1,6,1,53,0,130000,0,3529,2546,2352,37062,0.51
1,0,6,4,2,0,1,1,6,3,1,1,10,1,0,1,4,3,7,1,3,3,2,3,2,2,8,4,2,2,2,0,1,0,0,0,10,6,1,1,0,0,0,5,2,0,0,21,0,22,2,0,0,1,1,1,1,1,4,4,13.75,0,47500,0,4491,2352,392,12836,0.56
2,1,5,3,2,1,1,0,6,0,0,0,10,0,1,2,5,4,12,1,5,7,2,1,3,2,1,2,1,5,0,0,1,0,0,1,2,7,0,0,7,1,1,7,3,1,0,0,0,22,2,1,0,0,0,0,0,1,6,2,43,0,110000,0,4566,2306,2306,11283,0.47
6,2,5,3,2,0,0,0,0,2,0,1,1,0,0,2,4,4,2,0,0,13,3,3,3,2,8,8,0,0,0,0,0,0,0,1,0,7,0,0,7,3,1,1,3,0,0,10.5,0,7,4,1,0,1,0,0,1,1,2,6,29.16666667,0,27500,1,1152,1152,1152,10886,0.43
2,4,5,3,2,1,0,0,9,3,1,1,10,0,1,2,4,4,17,0,5,7,2,2,2,1,2,4,3,1,1,2,1,0,0,1,2,5,1,0,5,3,1,4,3,1,0,33.5,0,12,4,1,0,1,0,0,1,1,5,5,20.2,0,110000,0,2491,2076,2076,13167,0.4
5,3,5,4,3,0,1,1,9,1,1,0,7,1,1,1,4,4,12,1,3,7,3,5,3,2,4,8,3,10,10,10,1,0,0,1,0,8,0,0,8,2,1,3,3,1,0,0,1,18,3,1,0,1,0,1,1,1,5,3,33.33333333,0,82500,0,4709,4309,2910,13612,0.56
3,2,5,2,1,0,0,0,1,4,0,1,10,0,1,1,4,4,7,0,1,3,2,2,2,1,4,4,1,2,0,0,1,0,0,0,2,3,0,0,4,1,1,2,2,0,0,18.5,1,30,3,1,0,0,0,0,2,1,5,4,27.5,0,27500,1,2098,690,920,6117,0.47
3,1,0,2,1,0,0,0,3,3,0,1,5,0,0,1,3,3,12,0,0,0,0,2,3,1,4,4,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,5,0,4,2,1,0,0,0,0,0,1,5,1,71,1,12500,1,750,750,375,3630,0.55
4,2,5,3,1,1,1,1,1,1,0,1,5,1,1,1,4,3,12,0,1,3,1,2,2,1,4,4,2,2,1,0,1,0,0,0,0,6,0,0,6,1,0,4,3,1,0,5,1,12,4,1,0,0,0,1,1,1,2,1,64,1,12500,1,2308,984,984,6516,0.62
4,3,5,3,2,0,1,1,6,3,1,1,10,1,1,1,1,4,12,1,5,3,3,1,2,1,2,2,1,1,0,0,1,1,0,1,2,5,0,1,0,0,0,2,1,0,0,25.5,0,18,3,0,0,0,1,1,0,1,3,2,76,1,32500,0,3344,2944,0,7564,0.61
5,1,0,1,1,0,0,0,9,3,1,0,7,0,1,1,4,3,7,0,3,7,3,2,2,2,2,2,1,2,0,0,1,0,0,0,10,3,1,0,3,3,0,1,1,1,0,20,0,4,2,1,0,1,0,0,0,1,2,1,54,0,22500,0,806,806,806,5362,0.55
3,1,0,2,1,0,0,1,6,2,1,0,10,1,1,1,4,3,7,0,3,0,0,3,2,3,8,12,0,0,0,0,0,0,0,1,0,5,0,0,5,1,1,1,2,0,0,5,1,4,3,1,0,0,0,1,0,2,1,2,16.5,0,3750,1,900,900,900,4663,0.59
1,2,6,4,2,0,0,1,6,3,0,1,7,1,1,2,2,5,7,0,2,3,3,2,3,2,8,8,0,0,0,0,0,0,0,0,0,7,0,0,7,1,0,3,1,0,0,10.5,0,22,3,0,0,1,0,1,1,1,2,2,60,0,67500,0,4270,2765,2765,7024,0.49
1,2,5,3,1,0,0,1,9,2,0,0,7,1,0,2,1,3,7,0,0,3,3,2,2,1,4,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,28.5,0,18,3,1,0,0,0,1,0,1,5,1,64,1,47500,0,1400,1400,0,2552,0.54
1,1,0,1,1,0,0,0,16,1,1,1,5,0,0,1,4,2,2,0,0,0,0,2,1,1,4,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,2,3,1,0,21,0,4,2,1,0,0,0,1,0,1,0,3,33.66666667,0,17500,1,653,653,436,3140,0.59
4,0,5,2,1,1,1,1,6,2,1,1,7,1,1,1,4,4,12,0,3,3,3,1,2,2,2,4,0,0,0,0,0,0,0,0,2,5,0,1,0,0,0,2,0,0,0,2.5,1,4,4,0,0,1,1,1,0,1,5,1,81,0,32500,0,1188,938,0,7062,0.42
1,3,5,3,1,0,0,0,6,4,0,1,7,0,1,1,4,4,3,0,0,3,3,1,2,1,2,4,1,2,0,0,1,0,0,0,2,6,0,1,0,0,0,1,1,0,0,10,0,12,4,1,0,0,1,0,1,1,6,1,57,0,72500,0,1254,1254,418,7700,0.58
5,1,5,1,1,0,0,1,3,4,0,0,5,1,1,1,4,3,12,0,1,7,3,2,3,1,8,12,3,10,5,10,1,0,0,0,0,2,1,1,2,1,0,0,0,0,0,31.5,0,4,4,0,0,1,1,1,0,1,4,2,25,0,17500,1,742,742,742,7325,0.42
1,3,6,3,1,0,0,1,1,2,0,0,18,1,0,2,4,4,7,0,0,3,3,3,3,2,4,4,2,5,2,0,1,0,0,0,0,6,0,0,0,0,0,2,1,0,0,26,0,12,4,1,0,0,0,1,2,1,5,2,40,0,47500,0,1944,1296,648,4726,0.52
4,4,5,2,1,0,1,0,6,2,0,0,5,0,1,1,3,4,12,0,0,3,3,3,3,1,4,12,1,2,0,0,1,0,0,0,2,5,0,0,5,3,0,2,1,0,0,18.5,0,22,2,1,0,0,0,0,0,1,2,3,33.33333333,0,37500,0,1295,1045,1045,10370,0.54
6,4,5,3,1,1,1,0,3,3,0,0,18,0,0,2,3,4,7,0,1,7,3,2,2,1,12,8,0,0,0,0,0,0,0,0,2,5,0,0,5,1,0,0,0,0,0,5,1,7,4,1,0,1,0,0,1,1,2,4,39.75,0,17500,1,1804,1404,1804,6008,0.35
2,4,4,2,1,1,0,0,1,4,0,1,1,0,1,1,5,4,7,0,1,7,3,3,2,2,8,8,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,4,1,0,0,10.5,1,18,4,1,0,0,0,0,2,1,2,2,65.5,0,22500,0,1170,1170,0,3497,0.36
4,3,2,2,1,1,0,1,6,2,0,0,7,1,1,1,3,4,7,1,0,3,2,3,3,1,8,8,0,0,0,0,0,0,0,0,2,6,0,1,0,0,0,4,2,1,0,42.5,0,7,3,0,0,1,1,1,0,1,5,2,68.5,1,42500,0,1200,1200,600,22081,0.56
6,4,7,3,3,0,1,0,6,2,0,1,10,0,1,2,3,4,3,0,8,7,3,4,3,2,4,4,1,2,0,0,1,0,0,0,6,8,0,0,8,1,1,6,3,1,0,31.5,1,18,4,1,0,0,0,1,0,1,6,2,71,1,77500,0,4382,3732,3732,5878,0.39
4,3,3,2,2,0,0,0,3,4,1,0,7,1,1,2,3,3,12,0,5,3,3,4,2,1,4,4,0,0,0,0,0,0,0,1,2,6,0,1,6,3,0,4,2,0,0,31.5,1,18,4,0,0,1,1,1,0,1,3,2,84,1,37500,0,960,960,960,15036,0.38
7,3,5,3,2,0,1,1,16,2,1,1,10,1,0,1,3,3,7,0,2,3,3,3,3,2,12,12,1,2,0,0,1,0,0,0,6,6,0,1,6,1,0,2,1,0,0,10.5,0,12,3,0,0,1,1,1,0,1,4,4,21.75,0,27500,1,1584,1184,1184,18812,0.4
7,2,5,3,2,0,1,0,28,2,1,0,18,0,1,1,4,2,7,0,8,7,3,2,1,1,8,8,1,8,0,0,1,0,0,0,2,5,1,1,0,0,0,1,2,0,0,2.5,1,22,4,1,0,0,1,0,0,1,3,3,24.33333333,1,72500,0,1728,1328,0,4785,0.59
1,1,0,1,1,0,0,0,1,3,0,0,7,0,1,1,4,3,3,0,5,0,0,2,3,2,2,2,2,2,1,0,1,0,0,0,2,4,0,0,0,0,0,0,0,1,0,5,0,7,4,1,0,0,0,0,0,1,5,4,21,0,3750,1,1080,1080,810,4684,0.59
4,4,1,2,2,0,0,1,1,4,0,0,5,1,1,1,4,3,7,0,0,1,3,1,1,1,4,4,1,2,0,0,1,0,0,0,0,0,0,0,5,1,0,2,1,0,0,2.5,1,4,4,1,0,0,0,1,0,1,4,1,49,0,47500,0,1421,0,1421,2549,0.39
2,3,5,3,1,1,1,0,1,3,1,1,10,1,1,1,5,4,2,0,0,3,3,2,2,2,4,4,1,1,0,0,1,0,0,1,2,7,1,0,7,1,0,2,1,1,0,28.5,0,18,4,1,0,1,0,1,0,1,3,2,61.5,1,67500,0,3839,3189,3189,4408,0.61
1,1,5,3,2,0,0,0,9,2,1,0,7,0,0,1,4,3,3,0,3,7,3,3,3,2,2,8,1,2,0,0,1,0,0,0,2,6,0,0,6,1,1,3,3,0,0,18.5,0,12,3,1,0,0,0,0,1,1,3,3,19,0,52500,0,2437,2437,1662,11243,0.46
6,3,2,4,4,1,1,0,28,2,0,1,7,0,0,2,4,4,12,1,1,7,3,3,2,2,4,8,1,1,0,0,1,0,0,0,0,8,1,0,8,3,0,0,0,1,0,44.5,0,18,4,1,0,0,0,0,1,4,4,6,36.16666667,1,32500,1,4997,4597,4597,7953,0.43
8,3,5,3,2,2,1,0,6,2,1,0,7,0,1,4,2,4,3,1,5,7,3,3,3,5,2,2,2,10,10,0,1,0,0,0,10,10,0,0,10,3,1,1,0,0,0,225,1,30,4,1,0,1,0,1,0,1,3,2,67.5,1,82500,0,4580,3930,3930,24110,0.54
8,0,5,4,3,0,1,0,16,2,1,1,7,0,1,2,5,4,2,0,5,7,3,2,2,1,2,4,2,2,1,0,1,0,0,1,6,9,0,0,9,1,1,1,2,0,0,21,0,12,4,0,0,1,0,0,1,1,5,4,20.75,0,130000,0,4200,3800,3800,9250,0.61
4,2,5,5,2,1,1,1,6,2,1,0,7,1,1,2,5,5,7,1,8,7,3,2,2,1,8,4,4,8,2,8,1,0,1,0,0,5,0,1,0,0,0,2,1,1,0,39.5,0,12,3,0,0,1,1,1,2,1,6,3,40.33333333,0,110000,0,3276,759,0,28347,0.62
6,3,5,3,2,0,1,1,6,2,0,0,5,1,0,1,3,3,12,0,2,7,3,4,3,2,4,4,1,1,0,0,1,0,0,0,10,5,0,1,5,3,1,4,1,1,0,5,0,7,4,0,0,1,1,1,1,1,4,4,20.25,0,87500,0,1824,1424,1424,14601,0.43
4,1,0,2,2,0,0,0,1,2,0,0,1,0,0,1,4,3,7,0,1,0,0,2,3,1,1,8,1,1,0,0,1,0,0,0,0,4,0,0,4,3,1,0,0,0,0,2.5,0,7,3,1,0,0,0,0,1,2,5,2,32.5,0,37500,0,1152,1152,1152,5503,0.36
1,3,4,2,2,0,0,0,6,2,0,1,5,0,1,1,4,4,7,0,3,7,3,1,3,5,4,2,5,10,10,10,1,0,0,1,10,7,0,0,0,0,0,1,0,1,0,5,1,22,3,1,0,0,0,0,1,1,5,2,27.5,0,82500,0,2016,1646,844,5664,0.48
6,3,6,3,2,0,1,1,1,2,0,1,5,1,1,2,3,5,17,0,3,3,3,3,3,3,2,2,1,2,0,0,1,1,0,0,2,4,0,1,4,2,0,2,1,1,0,18,0,18,4,0,0,0,1,1,0,1,6,1,76,1,97500,0,2676,1821,1821,11714,0.52
1,1,6,3,1,0,0,1,9,3,0,1,5,1,0,1,4,3,2,0,0,3,0,2,1,2,4,8,1,2,0,0,1,0,0,0,0,6,0,0,0,0,0,2,2,0,0,13,0,12,2,1,0,0,0,1,0,2,1,4,26.75,0,27500,1,1906,1906,424,10168,0.48
2,2,2,4,4,1,1,0,1,3,1,0,5,0,1,2,3,4,3,0,3,7,3,5,3,2,4,4,2,8,2,0,1,0,0,0,0,11,0,0,11,3,0,6,2,1,0,54.5,1,22,3,0,0,1,0,1,1,1,5,4,35.5,0,110000,0,4041,3641,3641,28484,0.42
8,3,5,4,2,1,1,1,6,2,0,0,5,1,0,1,3,5,2,0,2,1,3,4,2,2,2,2,2,2,1,0,1,0,0,1,0,9,0,0,9,1,1,0,0,0,0,15.5,0,18,3,1,0,0,0,1,1,2,5,1,24,0,110000,0,2580,2180,2180,9540,0.42
2,1,5,3,2,1,1,1,6,2,1,0,7,1,1,3,4,3,7,2,3,7,3,1,3,2,4,4,0,0,0,0,0,0,0,0,2,6,0,0,6,3,1,2,3,1,0,2.5,0,12,4,1,0,0,0,1,0,1,3,2,73,1,47500,0,4560,3230,2150,9169,0.45
7,3,6,4,2,1,1,0,6,2,1,0,10,0,1,1,3,5,12,0,3,13,2,3,2,1,1,4,3,2,1,1,1,0,0,1,0,7,0,1,7,3,1,4,3,1,0,0,0,22,3,1,0,1,1,0,1,2,6,2,27.5,0,42500,0,2412,2012,2012,12302,0.46
4,3,5,2,2,0,0,1,3,3,0,0,7,1,1,1,4,3,12,0,0,3,3,3,3,1,12,12,1,1,0,0,1,1,0,0,0,6,0,1,6,3,0,6,2,1,0,10.5,1,7,4,0,0,1,1,1,0,2,2,1,66,1,37500,0,1176,1176,1176,9957,0.41
5,4,1,3,2,0,1,0,16,2,1,1,10,0,0,1,4,3,7,0,0,3,3,2,3,2,2,4,2,1,1,0,1,0,0,0,0,4,0,0,4,3,1,3,3,1,0,2.5,1,12,2,1,0,0,0,0,1,1,6,2,28,0,67500,0,1455,964,964,5762,0.43
4,2,5,2,2,0,1,1,6,4,1,1,10,1,1,1,3,4,3,0,1,1,3,3,3,2,4,4,0,0,0,0,0,0,0,1,2,5,0,1,6,1,1,0,0,1,0,13,1,7,3,0,0,1,1,1,0,1,2,1,85,1,27500,0,1840,1325,1590,5939,0.53
6,3,6,3,2,1,1,1,1,4,1,1,10,1,1,1,4,5,22,1,3,1,3,3,3,5,4,4,2,2,1,0,0,1,0,1,10,5,1,1,5,1,0,4,1,1,0,30.5,1,22,3,0,0,1,1,1,0,1,5,1,84,1,52500,0,2904,1565,1565,10652,0.48
4,2,5,2,1,0,0,0,0,1,0,1,0,0,1,1,4,3,7,0,1,13,3,4,3,3,8,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,18.5,0,4,1,1,0,0,0,0,1,1,4,5,24.2,0,22500,1,890,222,0,3574,0.38
5,1,5,3,1,1,1,1,1,3,0,1,7,1,1,3,4,3,7,1,2,3,3,3,3,3,8,8,1,5,0,0,1,0,0,0,2,7,0,1,7,3,1,2,1,0,0,2.5,1,7,3,1,0,1,1,1,1,2,3,3,50.33333333,0,72500,0,2272,2272,2272,23388,0.36
8,3,6,3,2,0,0,1,3,4,0,0,7,1,1,1,4,3,3,1,5,7,2,2,2,1,12,12,0,0,0,0,0,1,0,0,2,7,0,1,7,3,0,2,1,1,0,42,0,18,3,0,0,1,1,1,1,1,3,2,44,0,52500,0,2240,2240,2240,13671,0.46
2,3,5,2,1,0,0,1,6,3,0,0,5,1,0,1,4,3,3,0,0,0,0,3,2,1,8,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,3,3,0,0,33,0,7,3,0,0,0,1,1,1,2,2,1,52,0,8750,1,648,648,486,7044,0.48
8,1,5,3,2,0,0,1,9,4,1,1,3,1,1,1,3,4,7,1,1,3,3,2,2,1,4,4,1,1,0,0,1,1,0,1,6,5,0,0,5,3,0,4,3,0,0,54,0,7,4,1,0,1,0,1,1,2,2,1,44,0,42500,0,1290,1290,1290,10867,0.46
5,3,5,4,2,1,0,0,6,2,1,0,5,0,0,2,4,4,7,0,0,3,2,2,2,1,4,4,2,2,1,0,1,0,0,0,2,8,0,0,8,2,1,4,1,0,0,45,0,12,4,1,0,0,0,0,0,1,6,5,37.8,1,67500,0,1890,1890,1890,10787,0.57
4,2,5,2,1,0,1,1,9,2,0,0,7,1,0,1,1,3,7,0,0,3,3,3,3,2,4,8,1,2,0,0,1,0,0,0,2,4,0,0,0,0,0,1,2,1,0,33,1,7,3,1,0,0,0,1,1,1,7,2,55.5,0,130000,0,1770,1520,0,8202,0.72
6,3,5,3,1,0,0,0,9,3,0,0,7,0,0,1,1,3,7,0,0,3,3,2,1,1,12,12,0,0,0,0,0,0,0,1,0,5,0,0,5,3,0,1,1,1,0,13,0,7,3,1,0,0,0,0,0,2,2,2,51,0,12500,1,1071,1071,1071,10773,0.41
3,1,6,3,1,0,0,1,6,4,1,1,10,1,1,1,4,3,12,1,0,7,3,2,2,1,4,4,0,0,0,0,0,0,0,0,0,7,0,1,7,3,0,0,0,1,0,21,1,12,3,1,0,0,1,1,0,1,2,2,77.5,1,22500,0,1431,1431,1431,11705,0.43
6,4,1,3,2,1,1,0,9,2,1,0,7,0,1,1,4,4,17,0,1,3,3,3,3,1,1,1,2,5,2,0,1,0,0,1,0,6,0,0,6,1,1,1,3,0,0,16,1,7,4,1,0,0,0,0,1,1,5,2,55.5,0,110000,0,1700,1300,1300,6007,0.33
6,4,5,2,1,0,0,1,6,2,1,0,7,1,0,1,4,3,3,0,5,3,3,3,3,4,2,8,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,8,0,7,2,1,0,1,0,1,1,1,2,3,22.66666667,0,37500,0,926,926,0,4930,0.54
4,2,0,1,1,0,0,1,16,2,0,1,3,1,0,1,4,3,17,0,0,0,0,2,3,2,4,4,1,2,0,0,0,0,0,1,0,3,0,1,0,0,0,1,2,1,0,22.5,1,2,3,0,0,1,1,1,2,2,2,1,25,0,12500,1,538,538,179,2803,0.55
3,4,2,2,1,0,0,0,0,0,0,0,10,0,0,1,4,4,7,0,0,0,0,1,1,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,1,0,0,0,0,1,1,1,5,28.4,0,52500,0,720,0,180,2690,0.42
4,1,3,4,2,0,0,1,16,2,1,0,5,1,1,1,3,3,12,1,0,3,1,2,2,2,2,2,1,2,0,0,1,1,0,1,0,4,0,1,7,2,1,6,3,1,0,2.5,0,12,4,0,0,0,1,1,0,1,6,1,65,1,37500,0,2016,1152,2016,9459,0.4
5,0,6,3,2,0,1,0,3,2,0,1,5,0,1,2,5,4,3,1,8,7,3,1,3,2,12,8,1,1,0,0,1,1,0,0,2,5,0,0,5,1,1,4,2,1,0,14.5,1,12,4,1,0,0,0,0,2,3,3,3,37.66666667,0,110000,0,3598,3198,3198,13541,0.46
6,3,6,4,2,0,0,1,9,2,0,0,7,1,1,1,4,4,12,1,5,7,3,4,2,1,12,12,1,2,0,0,1,0,0,0,2,6,0,1,6,1,1,2,3,1,0,29,0,12,3,1,0,0,1,1,1,1,0,4,30.5,0,62500,0,1216,1216,1216,13690,0.69
1,2,4,1,1,0,0,1,9,3,1,0,10,1,1,1,4,3,3,0,0,3,3,2,2,1,8,8,1,5,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,1,0,26,0,7,2,0,0,1,0,1,1,1,2,3,21.66666667,0,37500,0,964,824,228,5987,0.51
3,1,5,4,2,1,1,1,1,3,0,0,0,0,0,1,3,4,2,0,2,1,2,3,1,2,2,2,1,2,0,0,1,0,0,1,2,7,0,0,7,2,0,4,3,1,0,15.5,0,12,3,1,0,0,0,0,2,1,6,1,67,1,57500,0,3120,2150,1430,7798,0.48
7,3,6,3,2,0,0,0,9,4,1,1,7,0,1,1,3,3,7,1,3,13,3,3,2,2,4,4,1,2,0,0,1,0,0,1,2,7,1,1,7,2,0,4,1,1,0,29,0,12,4,1,0,1,1,0,2,0,2,2,46.5,0,62500,0,1916,1916,1916,17854,0.54
